"NAME","POPESTIMATE2015","POPESTIMATE2016","perCapitaFFL","Senate.Dem","Senate.Rep","House.Dem","House.Rep","Legis.Control","Gov.Party","State.Control","per.capita.18to24","per.capita.18.to24.Male","per.capita.18to24.Female","per.capita.18to24.LessHS","per.capita.18to24.LessHS.Male","per.capita.18to24.LessHS.Female","per.capita.18to24.HS","per.capita.1824.HS.Male","per.capita.18to24.HS.Female","per.capita.18to24.AA","per.capita.18to24.AA.Male","per.capita.18to24.AA.Female","per.capita.18to24.BA","per.capita.18to24.BA.Male","per.capita.18to24.BA.Female","per.capita.25to34","per.capita.25to34.Male","per.capita.25to34.Female","per.capita.25to34.HS","per.capita.25to34.HS.Male","per.capita.25to34.HS.Female","per.capita.25to34.BA","per.capita.25to34.BA.Male","per.capita.25to34.BA.Female","per.capita.35to44","per.capita.35to44.Male","per.capita.35to44.Female","per.capita.35to44.HS","per.capita.35to44.HS.Male","per.capita.35to44.HS.Female","per.capita.35to44.BA","per.capita.35to44.BA.Male","per.capita.35to44.BA.Female","per.capita.45to64","per.capita.45to64.Male","per.capita.45to64.Female","per.capita.45to64.HS","per.capita.45to64.HS.Male","per.capita.45to64.HS.Female","per.capita.45to64.BA","per.capita.45to64.BA.Male","per.capita.45to64.BA.Female","per.capita.65plus","per.capita.65plus.Male","per.capita.65plus.Female","per.capita.65plus.HS","per.capita.65plus.HS.Male","per.capita.65plus.HS.Female","per.capita.65plus.BA","per.capita.65plus.BA.Male","per.capita.65plus.BA.Female","OccupiedHousingUnits","a.LessThan5000","b.5000to9999","c.10000to14999","d.15000to19999","e.20000to24999","f.25000to34999","g.35000to49999","h.50000to74999","i.75000to99999","j.100000to149999","k.150000.or.more","MedianHouseholdIncome","Hispanic","Black.combination","Male","White.NonHispanic","Asian","Asian.combination","Black","Female","Total","White","White.combination","POP_ST","AREA_ST","POP_URBAN","POPPCT_URBAN","AREA_URBAN","AREAPCT_URBAN","POPDEN_URBAN","POP_UA","POPPCT_UA","AREA_UA","AREAPCT_UA","POPDEN_UA","POP_UC","POPPCT_UC","AREA_UC","AREAPCT_UC","POPDEN_UC","POP_RURAL","POPPCT_RURAL","AREA_RURAL","AREAPCT_RURAL","POPDEN_RURAL","CivilianPop.16","Hunting.Fishing.Agriculture","Mining.Oil.Gas","Construction","Manufacturing","Wholesale.Trade","Retail.Trade","Transportation.Warehousing","Utilities","Information","Finance.Insurance","Real.Estate","Sciences.Technical","Management","Waste.Management","Educational.Services","Health.Care","Arts.Entertainment","Foodservice.Accommodation","OtherServices","PublicAdministration"
"Hawaii",1425157,1428557,7.30340709774502,24,1,44,7,"Dem","Dem","Dem",9436.36385324564,5288.18930124891,4148.17455199673,597.758703076222,278.074626163995,319.684076912228,3621.42556925307,2348.09217510772,1273.33339414535,4452.28139776881,2386.6844144189,2065.5969833499,764.898183147541,275.338085558293,489.560097589248,15184.0113054211,8213.20037020483,6970.81093521626,14473.5632635562,7785.59835863698,6687.96490491925,4773.01799029861,2237.08686130721,2535.9311289914,12474.2045964059,6403.7856881733,6070.41890823257,11515.0120302535,5807.64084237737,5707.37118787614,4310.40229251935,1961.60844033324,2348.79385218611,24880.6271870397,12325.1683849569,12555.4588020829,22969.8201671816,11343.9431585432,11625.8770086383,7825.80445522844,3760.28746306547,4065.51699216297,16640.4824170249,7493.7006940288,9146.78172299613,13906.1871779741,6435.29098899279,7470.89618898128,4786.20951937225,2468.78063258995,2317.4288867823,445936,907.408797767544,750.934809287678,1001.22302314763,1063.81261853957,1063.81261853957,2127.69540478698,3410.6417749062,5569.63197738916,4537.04398883772,5882.50978664105,4975.10098887351,73486,3525000,1791666.66666667,3133333.33333333,1258333.33333333,3033333.33333333,3450000,1025000,3266666.66666667,100000,1466666.66666667,2333333.33333333,1360301,16634529975,1250489,91.93,1018212915,6.12,3180.8,972075,71.46,585035739,3.52,4303.4,278414,20.47,433177176,2.6,1664.7,109812,8.07,15616317060,93.88,18.2,33563.6705289312,388.658933717478,13.6125353206699,2838.4241174832,1049.56857384836,946.07120478656,3383.97804592757,1760.85862820728,278.004458456156,615.511133159364,1462.43536677012,1196.07874781515,1771.94512604576,12.0688457482228,1555.40757965614,2575.50571621232,3637.84481288728,606.599834263874,4062.56994843375,1468.75046047558,3939.77645971637
"Idaho",1652828,1683140,56.7490919749199,7,28,13,57,"Rep","Rep","Rep",9484.77397527147,4825.12396934224,4659.65000592923,1320.28257023719,749.200763781833,571.08180645536,3266.28058091949,1852.46135714061,1413.81922377888,4402.4544598712,1987.62363657924,2414.83082329196,495.756364243587,235.838211840554,259.918152403033,13117.5173702285,6641.70742509202,6475.80994513646,11848.9038181831,5940.60604007193,5908.29777811121,3293.6881514592,1585.10141406123,1708.58673739796,12373.035790778,6234.58702296912,6138.44876780887,11114.4656310275,5484.66023082862,5629.80540019893,3673.46148540562,1793.29004590919,1880.17143949643,24285.8301045239,12027.2042825993,12258.6258219246,22116.6388759145,10865.8614205471,11250.7774553674,6185.70111348549,3131.84432983952,3053.85678364597,14718.0468869114,6909.18837289785,7808.85851401356,12968.8630637913,6133.60857875109,6835.25448504019,3600.9796542653,2091.56669659517,1509.41295767013,597421,1301.22432582217,1301.22432582217,1987.98665075858,2096.40688565295,2168.70720970361,4373.53433025094,5385.6178622337,6831.44283615718,4337.41441940722,4228.99418451285,2096.40688565295,48275,228205.128205128,220512.820512821,1046153.84615385,1256410.25641026,353846.153846154,430769.230769231,2564.10256410256,1048717.94871795,100000,69230.7692307692,76923.0769230769,1567582,214044680857,1106370,70.58,1292606730,0.6,2216.8,791843,50.51,886257981,0.41,2314.1,314527,20.06,406348749,0.19,2004.7,461212,29.42,212752074127,99.4,5.6,29498.2902032153,1438.20167615747,212.665806726411,2073.90000653426,3570.00244429547,1014.74563596454,3211.22343038719,1288.0348106397,338.813234044922,625.231421539325,1268.00852841312,442.272275155068,1867.82895739908,27.2260634500384,1179.55407338211,2214.93101520545,3866.22201463189,437.674095550172,1377.03378693972,1223.41828671828,1821.30264008112
"Illinois",12839047,12801539,15.8620251309888,40,19,71,47,"Dem","Dem","Dem",9641.46326436845,4896.11884745028,4745.34441691817,1201.1093969825,693.369219693642,507.74017728886,2782.51960601126,1521.71730503051,1260.80230098075,4449.224307692,2150.3620946321,2298.86221305989,1208.6099536827,530.670228094032,677.939725588667,13811.0873805509,6926.62002094081,6884.4673596101,12625.9682669594,6210.67903248582,6415.28923447355,5523.3538750968,2505.57537487011,3017.77850022669,13027.4856069925,6502.77236308894,6524.71324390354,11589.9723710023,5734.17949167099,5855.79287933131,4869.22432794272,2273.97718849382,2595.2471394489,26387.4413731798,12910.5220971619,13476.9192760179,23626.5277321596,11438.24771418,12188.2800179795,8369.60095246945,3983.93276385701,4385.66818861244,14239.5693387523,6162.91068955507,8076.65864919725,11899.7850852949,5184.27886431135,6715.50622098354,3463.30222173032,1809.70596960974,1653.59625212058,4794523,1307.01289589484,1232.32666723628,1605.75781052908,1792.47727654553,1867.16350520409,3398.23508707461,4705.24798296945,6535.0722682143,4742.59499166877,5489.45727825437,4667.90876301021,59588,12145.7489878543,14777.3279352227,72672.0647773279,85425.1012145749,84008.0971659919,86437.2469635627,12753.036437247,76315.7894736842,100000,92307.6923076923,92712.5506072874,12830632,143793362385,11353553,88.49,10218955838,7.11,2877.6,10260671,79.97,8610185823,5.99,3086.5,1092882,8.52,1608770015,1.12,1759.5,1477079,11.51,133574406547,92.89,28.6,33674.3762991132,334.378400515241,86.7042546070592,1765.78526428013,5213.03489269881,1290.68769668029,3010.08322502441,1955.90840971296,301.221733980723,684.412168597872,2349.94077052604,620.357570152987,2775.50973993631,67.3959679406112,1300.35352312364,2675.11288026284,4287.98959922804,418.847286718399,1660.14658253062,1369.54090128341,1506.96543131278
"Indiana",6612768,6633053,22.1127435586599,13,37,31,69,"Rep","Rep","Rep",10228.2886682249,5208.30308881243,5019.98557941243,1631.87336982032,939.42506375545,692.448306064873,3196.95171522727,1775.97338966073,1420.97832556654,4440.34933631423,2077.08783976695,2363.26149654729,959.114246863038,415.816795629304,543.297451233734,12733.2759897217,6357.20170433924,6376.07428538246,11280.7223843329,5557.61218297693,5723.11020135592,3741.57992538072,1654.60212727862,2086.9777981021,12439.5412027157,6224.2921572328,6215.24904548292,11178.6017595052,5546.31585441981,5632.28590508543,3556.36247937324,1528.05905182217,2028.30342755106,26216.3892639209,12863.5088967283,13352.8803671927,23569.1922051401,11430.5537408843,12138.6384642558,6410.26571626284,3154.89670891221,3255.36900735063,14597.8809478875,6375.33329462035,8222.54765326713,12183.6725558798,5378.38315210816,6805.28940377161,2746.62592124811,1462.60990858896,1284.01601265915,2515143,1255.13249519717,1293.16498023218,1901.73010757371,2129.94014004423,2129.94014004423,4297.91276512347,5819.28777782617,7340.67791278932,4754.31770780405,4526.12279759399,2624.37756775982,50532,70189.701897019,89701.8970189702,50406.5040650406,86449.864498645,132249.322493225,134688.346883469,84010.8401084011,56639.566395664,100000,91598.9159891599,92140.9214092141,6483802,92789193658,4697100,72.44,6540696730,7.05,1860,3836584,59.17,5187412076,5.59,1915.5,860516,13.27,1353284654,1.46,1646.9,1786702,27.56,86248496928,92.95,53.7,32737.9699393658,431.090278685113,92.7599456082536,1988.75871647092,7803.22249321313,1092.58331760618,3111.0572758639,1500.77849396803,343.69873553707,541.195457031004,1481.08931086044,549.482455758315,1599.19416498507,24.4526951497467,1126.89572657017,2388.15273725012,4303.81044669948,375.410115703439,1332.24090123833,1283.33551093884,1368.76116022821
"Iowa",3121997,3134693,41.051335276958,26,24,47,53,"Split","Rep","Divided",10270.4134565152,5301.86287815139,4968.55057836378,1118.29063256627,675.625248839124,442.665383727146,2679.27867963999,1518.51523239772,1160.76344724226,5453.36846896394,2691.41834537317,2761.95012359077,1019.47567534498,416.304051541369,603.17162380361,12580.1530238498,6367.17460010372,6212.97842374608,11721.7281118464,5891.70969735077,5830.01841449559,4216.62801085331,1836.77306544497,2379.85494540834,11789.2169659356,5964.09926082568,5825.1177051099,10887.4544081881,5463.81050334129,5423.6439048468,3959.19662959317,1794.26821998868,2164.92840960449,26026.3222546338,12978.6479615451,13047.6742930887,24167.7362278055,11908.5636533283,12259.1725744772,6484.27913287553,3035.33283343962,3448.94629943591,16052.2896082219,7093.0241124511,8959.26549577082,14172.4992048359,6207.8855296786,7964.61367515728,3167.94026387597,1723.64034943019,1444.29991444579,1247249,1078.63652655656,1278.38047249885,2037.44590401592,1957.56113795113,2077.38828704832,4074.92383881215,5632.99708487869,8149.84767762429,5553.08028803359,5233.4771622138,2916.37051541049,54736,254347.826086957,255978.260869565,19021.7391304348,80978.2608695652,215217.391304348,223369.565217391,235326.086956522,21195.652173913,100000,87500,89673.9130434783,3046355,144669296857,1950256,64.02,2468980575,1.71,2045.8,1268964,41.66,1507132351,1.04,2180.7,681292,22.36,961848224,0.66,1834.5,1096099,35.98,142200316282,98.29,20,35811.0850202611,1437.31720434068,67.2966694074338,2492.53923049894,7011.56983815167,1194.23561265434,3292.79624548006,1595.10082809176,365.246987745344,632.159479973876,2850.61132345739,339.590332726137,1556.43967627131,19.4747144215706,911.980376662758,2929.72735079502,4976.49421187785,440.807598469826,1116.97737057403,1225.7218696879,1354.99809897319
"Kansas",2906721,2907289,38.5009310506569,8,32,33,92,"Rep","Rep","Rep",10421.6400542054,5507.82135609162,4913.81869811379,1300.12477977763,778.574895905042,521.549883872584,3090.35507707826,1766.52661194521,1323.82846513305,5101.17758119888,2560.82369102504,2540.35389017384,929.982616150638,401.896157216327,528.086458934311,13227.9293403116,6769.62116419154,6458.3081761201,11905.3393841377,6004.36023959644,5900.97914454122,4709.94636224116,2150.49879228175,2559.44756995941,11945.7629404404,6033.39639408117,5912.36654635928,10773.4798076596,5371.17253427488,5402.30727338468,4199.37104386696,1952.85340423109,2246.51763963586,25138.2227602856,12447.0494416217,12691.1733186639,23044.5233649876,11288.6651316036,11755.8582333839,7928.03987723624,3822.55469307168,4105.48518416456,14657.4783063115,6463.57183919613,8193.90646711535,12924.3570332344,5731.7850595224,7192.57197371196,3772.22306509638,1993.93061804005,1778.29244705632,1111582,1223.71565760869,1261.97182323312,1797.35172381525,1835.57348641304,2026.78550848189,3824.17163532379,5583.26719351462,7418.8750829543,4818.45350826584,5315.57724322355,3174.05764089502,53906,104605.263157895,48684.2105263158,9210.52631578947,69736.8421052631,299342.105263158,309868.421052632,36184.2105263158,15789.4736842105,100000,78289.4736842105,79605.2631578947,2853118,211754095913,2116961,74.2,2519183616,1.19,2176.5,1431424,50.17,1623806507,0.77,2283.1,685537,24.03,895377109,0.42,1983,736157,25.8,209234912297,98.81,9.1,34451.3628931019,1031.12751447421,296.726104775794,2451.76609657411,5154.02063011895,1185.73471619739,3129.19609415558,1339.72266344104,420.129761335883,824.193309230573,2003.25383825967,497.81179549052,2237.05680730968,33.1301146549669,1081.45914244952,2972.14627754091,4815.83887824115,381.770386631534,1367.14187567365,1372.16471756319,1856.97216898354
"Kentucky",4424611,4436974,31.8366376123307,14,23,54,46,"Split","Dem","Divided",9621.61419388055,4937.69960794294,4683.91458593761,1364.48153295284,831.101310375082,533.380222577759,3351.00645005855,1909.11698226127,1441.88946779728,4184.68425811896,1866.01714817416,2318.66710994481,721.441952750196,331.464167132433,389.977785617764,12690.4263448244,6323.086933518,6367.33941130644,11485.5746640778,5621.91794939713,5863.65671468068,3486.00136825588,1474.02788629328,2011.9734819626,12734.9500328955,6390.48268876066,6344.46734413489,11304.1123841169,5590.07334204069,5714.03904207624,3469.16372987365,1485.41871816528,1983.74501170837,26887.9682304275,13143.4605211622,13744.5077092653,23109.7603834552,11026.0992435267,12083.6611399285,5944.83899262557,2730.02530617946,3214.81368644611,15235.8704527923,6684.40683260065,8551.4636201917,11615.8008014716,5070.66044902026,6545.14035245132,2834.12485300968,1490.84292381861,1343.28192919106,1716168,1435.10921073062,2133.27228088526,2559.93125723369,2443.5594451128,2327.21023384881,4421.69944431273,5662.8707020798,7020.41377196775,4305.32763219185,3995.0404679643,2404.77637469147,45215,11481.4814814815,91481.4814814815,37037.037037037,88518.5185185185,144814.814814815,144814.814814815,83703.7037037037,40370.3703703704,100000,91111.1111111111,92592.5925925926,4339367,102269141641,2533343,58.38,3653655859,3.57,1795.8,1778528,40.99,2207361288,2.16,2086.8,754815,17.39,1446294571,1.41,1351.7,1806024,41.62,98615485782,96.43,47.4,30654.9660523829,526.328755228426,331.50936884621,1804.52021657949,5358.50496235714,892.846851395524,3094.35111922833,1596.32112291905,339.44226961421,500.360370663093,1563.43687614572,422.364813539541,1368.61748976351,16.1822135324439,957.033284959966,2599.95737478391,4514.3177558434,319.304906126211,1440.78202580973,1281.92060273773,1726.86367230927
"Louisiana",4668960,4681666,26.0359595636824,13,26,44,59,"Rep","Rep","Rep",9836.96583393304,5038.50964668791,4798.45618724512,1640.42956033035,955.758884205476,684.670676124876,3221.98091223741,1825.73849422569,1396.24241801172,4244.13573900826,1933.74970014736,2310.3860388609,730.419622357013,323.262568109386,407.157054247627,14362.9416401083,7018.65083444707,7344.29080566122,12495.5022103423,5902.62071210719,6592.88149823515,3800.9963674994,1656.51451286796,2144.48185463144,12381.172680854,6188.57304410404,6192.59963674994,10688.6330146328,5210.81782666804,5477.81518796477,3126.99187827696,1283.41215174257,1843.57972653439,25551.1934135225,12321.9946197868,13229.1987937356,21871.6802028717,10173.0363935437,11698.643809328,5641.89883828519,2500.66395942565,3141.23487885953,13999.0062026661,6088.22949864638,7910.77670401974,11027.0167232103,4784.74863781227,6242.26808539803,2809.51218258456,1404.61687399335,1404.89530859121,1737908,1749.44741441349,2084.44707172475,2419.46814708201,2456.6712929646,2345.01901922484,3945.58959596998,4801.71173023543,6067.28264966931,4057.24186970974,4317.81381720983,2940.5692059902,45727,38043.4782608696,7608.69565217391,37681.1594202899,53260.8695652174,170289.855072464,171376.811594203,5434.78260869565,41666.6666666667,100000,62681.1594202899,64130.4347826087,4533372,111897594452,3317805,73.19,5097451640,4.56,1685.8,2780406,61.33,4010132099,3.58,1795.8,537399,11.85,1087319541,0.97,1280.1,1215567,26.81,106800142812,95.44,29.5,31212.3684931976,310.882937527843,1166.81230937939,2661.83475549159,2943.11795346287,921.018813611597,3125.5782872417,1402.06812652068,370.72495802063,522.300469483568,1278.764435763,583.941605839416,1800.97923306261,14.2644186285597,981.674719851958,2801.69459579864,4544.45957986361,595.507350673383,1658.89191597272,1451.97217367465,2075.87985332922
"Maine",1329453,1331479,38.866553659502,19,15,89,58,"Dem","Rep","Divided",8441.74258134737,4366.45748288958,4075.28509845779,1009.7385917366,539.018679110882,470.719912625719,2621.30364894434,1373.19634466205,1248.10730428229,4001.72100856518,2046.93208409775,1954.78892446743,808.979332101248,407.310375018899,401.668957082349,11430.5658041315,5591.7734587082,5838.79234542327,10637.7585367817,5176.64031748396,5461.11821929771,3726.87112669647,1591.63204716526,2135.23907953121,11483.8207894525,5662.55444908545,5821.26634036705,10943.7490456601,5332.9452037793,5610.80384188083,3875.57890350392,1550.33686786972,2325.2420356342,30541.5836437994,14890.5602529762,15651.0233908231,28307.5821409256,13467.7946493784,14839.7874915473,8449.56534755271,3764.02926617188,4685.53608138084,18847.4507936723,8519.66936777757,10327.7814258947,16426.9816232691,7400.1111735428,9026.87044972632,5727.84445933779,3038.46770062575,2689.37675871204,545226,1066.22799000792,1640.44911704287,2501.63036978366,2583.69419603401,2173.52550259392,4347.12622409367,5536.48756293002,8038.1931516195,5372.43512933515,4798.28922120601,2952.79336689601,51494,5000,615000,1905000,2505000,130000,285000,2395000,1990000,100000,25000,65000,1328361,79882800680,513542,38.66,931423305,1.17,1428,348137,26.21,616415489,0.77,1462.8,165405,12.45,315007816,0.39,1360,814819,61.34,78951377375,98.83,26.7,31655.8012957209,715.2565754487,42.0473683537515,2424.75664803494,3700.69494747088,848.394038751276,3505.65232467789,1091.50154236366,291.849354584179,706.756839090964,1923.87395417514,609.197918241563,1897.02080479716,8.34929854609377,839.969521299361,2926.9180632937,5497.67460752655,325.246548768554,1381.54564320815,1312.34424985314,1606.75104723522
"Maryland",5994983,6016447,9.81060748976929,36,11,98,43,"Dem","Dem","Dem",9277.47418132795,4725.91832203694,4551.55585929101,1017.95117684237,602.887447720869,415.0637291215,2661.77568810454,1500.00425355668,1161.77143454785,4304.7328074158,2063.67557672807,2241.05723068773,1293.01450896525,559.351044031318,733.663464933929,13913.8509650486,6876.96695720405,7036.88400784456,12601.2200535014,6083.33668335673,6517.88337014467,5625.75406802655,2476.38733921347,3149.36672881308,12839.5526726264,6247.90762542613,6591.6450472003,11648.3899954345,5565.70385604096,6082.68613939356,5660.53314913487,2537.52179113769,3123.01135799718,27550.353353796,13148.3608877623,14401.9924660337,25130.68010368,11861.3847612245,13269.2953424555,10657.1444823113,4987.75392690855,5669.39055540274,14128.2302218372,6094.49601441739,8033.73420741977,11951.3266342874,5222.86718744657,6728.4594468408,4605.6677725358,2425.84507745894,2179.82269507687,2177934,908.226095053147,908.226095053147,1126.19168394639,1162.52206219767,1235.18281870024,2615.70383102004,3814.57295208343,6212.29451359579,4868.12056014171,6539.26791785732,6938.88539800697,75847,76638.1766381766,19088.3190883191,44159.5441595442,58689.4586894587,78062.6780626781,81766.3817663818,17378.9173789174,56125.3561253561,100000,65527.0655270655,67521.3675213675,5773552,25141638381,5034331,87.2,5191942757,20.65,2511.4,4822869,83.53,4767985793,18.96,2619.8,211462,3.66,423956964,1.69,1291.8,739221,12.8,19949695624,79.35,96,37031.1642251529,149.508347229675,23.2527765299751,2726.79672319338,2034.35105654178,840.235910593908,2914.15338458841,1563.00693429823,282.35276063335,879.652202516671,1683.29084502825,813.930581621332,4372.58954695952,35.0292903249267,1663.82456797626,3141.827091086,4972.3910810089,522.887220864513,1686.32671685641,1723.70797381744,5002.04921348401
"Massachusetts",6784240,6811779,7.19342186527191,36,4,131,29,"Dem","Dem","Dem",10326.6393877575,5162.87749254154,5163.76189521597,1052.73398346757,650.271806421943,402.462177045623,2838.53460372864,1588.74096435268,1249.79363937597,4648.31727651144,2130.43760244331,2517.87967406813,1787.05352404986,793.427119323609,993.626404726248,13881.8202186243,6886.22454394302,6995.59567468132,12987.8512552622,6337.32002405575,6650.53123120644,7063.38513967666,3213.88983880287,3849.49530087379,12361.0455998019,6063.22889520418,6297.81670459771,11357.8971262809,5542.35994009646,5815.53718618445,5711.78201242881,2621.28108675401,3090.5009256748,27741.3387498084,13420.5452637289,14320.7934860795,25266.9569472778,12104.1413629235,13162.8155843543,11051.0683584307,5251.21457967289,5799.85377875783,15391.9377852199,6611.20479228329,8780.73299293657,12992.6122896596,5616.07490301051,7376.53738664906,4941.74734384397,2555.03932643892,2386.70801740504,2559951,1094.2714290768,1169.74045729514,1848.94697121564,1547.07085834228,1433.88205605934,2867.76411211868,3848.84673891254,5924.2007947832,4565.78776694221,6490.20376637619,6905.28342157707,70628,91025.641025641,89487.1794871795,52564.1025641026,83333.3333333333,68205.1282051282,70512.8205128205,82564.1025641026,60000,100000,88205.1282051282,89230.7692307692,6547629,20202057805,6021989,91.97,7735338848,38.29,2016.3,5912700,90.3,7498364724,37.12,2042.3,109289,1.67,236974124,1.17,1194.5,525640,8.03,12466718957,61.71,109.2,34384.0430173461,91.7272973833473,7.23736188578234,2031.62034361992,3958.63059089891,967.536525830454,2921.12307347617,1076.42123509782,296.879237762815,975.422449677488,2461.6611440633,658.983172765114,3824.56988549933,45.6941381790739,1212.32444606912,3499.69930309069,5335.95509592821,422.449677487825,1659.78797919885,1300.55835288846,1635.7617065434
"Michigan",9917715,9928300,21.949880644219,12,26,51,59,"Rep","Rep","Rep",9945.88975383947,5069.01035167879,4876.87940216068,1292.82803549003,776.993490940201,515.834544549828,2872.7988251326,1611.2380724794,1261.56075265321,4814.82881893662,2259.8955505376,2554.93326839902,965.434074280215,420.883237721592,544.550836558623,12316.929857331,6199.28078191398,6117.64907541707,11233.2124889655,5588.16219260182,5645.05029636363,3890.52316990355,1741.70159154604,2148.82157835751,11851.5908150214,5880.63883666752,5970.95197835388,10814.1744343329,5306.97847235981,5507.1959619731,3814.1043577074,1748.01352932606,2066.09082838134,27836.4623302848,13631.4463563432,14205.0159739416,25505.5826871411,12337.6604389217,13167.9222482195,7445.47509179282,3577.87050747072,3867.60458432209,15836.7224708514,7011.87723180188,8824.84523904952,13604.7365749066,6040.73619780363,7564.00037710299,3709.81622278922,1998.19212389144,1711.62409889778,3858532,1439.49488365011,1556.21531774204,1984.17679878883,2100.88714991306,2178.69741165178,4123.9741210551,5602.37917705842,7275.31492889239,4668.64595322612,4746.45621496484,3229.15106957601,51084,68281.9383259912,2202.64317180617,62775.3303964758,89647.577092511,51321.5859030837,53964.7577092511,109251.101321586,68722.4669603524,100000,91629.9559471366,92070.4845814978,9883640,146435075220,7369957,74.57,9384151623,6.41,2034.1,6560163,66.37,7875668905,5.38,2157.4,809794,8.19,1508482718,1.03,1390.4,2513683,25.43,137050923597,93.59,47.5,30025.4645349256,294.886473345927,66.1845999809432,1557.5160205753,7058.57145521927,913.416043917374,2748.49599933049,1172.35673741381,329.420637717458,455.215742739129,1413.91439459593,467.617793009781,1817.24318555232,26.840860016647,1055.2329846139,2090.26978492526,4375.27192503515,364.872352149663,1367.93606188522,1161.70912352291,1288.49235937915
"Minnesota",5482435,5519952,26.2547572877445,39,28,73,61,"Dem","Dem","Dem",9225.11621204811,4682.37197522634,4542.74423682178,1213.62131972381,688.380254394261,525.241065329548,2535.29681610452,1457.94706184387,1077.34975426065,4289.31669960519,2052.15383310518,2237.16286650001,1186.88137661459,483.890825883025,702.990550731564,13601.8210886221,6881.66845571356,6720.15263290855,12701.8377782865,6365.20086421453,6336.63691407194,5537.64887317406,2528.93103155806,3008.717841616,12329.1384211578,6236.11588646286,6093.02253469489,11467.5869390152,5766.47055551046,5701.11638350477,4932.29741893885,2227.84219055949,2704.45522837936,26891.8646550301,13399.1921472849,13492.6725077452,25368.1074194222,12543.8058089152,12824.301610507,9011.52498844036,4334.53383396246,4676.99115447789,14682.4905356835,6587.43788116047,8095.05265452304,13092.1023231466,5853.01968924392,7239.08263390264,3938.90670842427,2073.05695370761,1865.84975471665,2147262,861.642682494184,1057.48631766724,1566.63964096246,1644.98074304575,1840.80613814847,3329.12291709797,5052.42652215667,7402.40422367069,5483.25698343893,6227.41537291368,4739.09859396418,63488,36111.1111111111,52160.4938271605,42901.2345679012,87037.037037037,8950.61728395062,12654.3209876543,41358.024691358,45679.012345679,100000,89506.1728395062,90740.7407407407,5303925,206232309199,3886311,73.27,4416575848,2.14,2279,3076032,58,3182448693,1.54,2503.4,810279,15.28,1234127155,0.6,1700.5,1417614,26.73,201815733351,97.86,18.2,35656.4555712927,781.02157161918,94.8483657352983,2229.08251534218,6182.38063925975,1286.01615887831,3258.2602438515,1508.92805842659,333.008964082566,670.085463849549,2629.34261874514,575.893740646264,2577.66849948973,75.8422124475712,1127.25458669369,2526.45038199267,5160.59013923558,481.720257513313,1356.25866973343,1366.43662897964,1435.36585477074
"Mississippi",2989390,2988726,31.4069160795157,20,32,57,65,"Rep","Rep","Rep",10436.5439102961,5240.29986050666,5196.24404978942,1644.41575037048,995.688083522056,648.727666848421,3014.36078932491,1630.26570638157,1384.09508294334,5133.65603016,2340.87890840606,2792.77712175394,644.111340440692,273.46716219697,370.644178243722,12508.2709181472,6186.88093557549,6321.3899825717,10939.3555206915,5240.03224738157,5699.32327330994,2890.89078373849,1173.98532811042,1716.90545562807,12895.1725937399,6256.46034809777,6638.71224564209,11133.6091978631,5143.59116742881,5990.0180304343,2867.47463529349,1182.71620631634,1684.75842897715,25154.5633055573,12061.6915156604,13092.8717898969,21125.3131909854,9783.83549821201,11341.4776927734,4947.96597299115,2080.99311230719,2866.97286068395,14750.8689063655,6355.34339781695,8395.52550854857,11312.1071522953,4881.89898273561,6430.20816955968,2895.07223881795,1451.13217077732,1443.94006804064,1104371,2031.85265221333,2216.57261180375,2549.04846808212,2733.76842767254,2549.04846808212,4285.38932691954,5282.85034739529,6132.52201954245,3989.844081903,3472.61481439357,1699.37679593496,40593,252147.239263804,281595.09202454,6748.46625766871,36196.3190184049,137423.312883436,164417.17791411,280368.098159509,21472.3926380368,100000,40490.7975460123,43558.282208589,2967297,121530715928,1464224,49.35,2864191371,2.36,1324,819522,27.62,1581129734,1.3,1342.4,644702,21.73,1283061637,1.06,1301.4,1503073,50.65,118666524557,97.64,32.8,29386.2962008972,526.762985090604,352.045066050264,2128.79550677563,4662.92454313422,901.923134820147,2927.21926546888,1500.30608251182,396.401941533222,330.468757840228,1208.3401630433,343.715607531971,949.156851397777,24.5869558672505,873.087820592161,2789.66611917481,4499.94814995701,626.281615981856,1324.45080768986,1124.10893192257,1896.1058945136
