"NAME","POPESTIMATE2015","POPESTIMATE2016","perCapitaFFL","Senate.Dem","Senate.Rep","House.Dem","House.Rep","Legis.Control","Gov.Party","State.Control","per.capita.18to24","per.capita.18.to24.Male","per.capita.18to24.Female","per.capita.18to24.LessHS","per.capita.18to24.LessHS.Male","per.capita.18to24.LessHS.Female","per.capita.18to24.HS","per.capita.1824.HS.Male","per.capita.18to24.HS.Female","per.capita.18to24.AA","per.capita.18to24.AA.Male","per.capita.18to24.AA.Female","per.capita.18to24.BA","per.capita.18to24.BA.Male","per.capita.18to24.BA.Female","per.capita.25to34","per.capita.25to34.Male","per.capita.25to34.Female","per.capita.25to34.HS","per.capita.25to34.HS.Male","per.capita.25to34.HS.Female","per.capita.25to34.BA","per.capita.25to34.BA.Male","per.capita.25to34.BA.Female","per.capita.35to44","per.capita.35to44.Male","per.capita.35to44.Female","per.capita.35to44.HS","per.capita.35to44.HS.Male","per.capita.35to44.HS.Female","per.capita.35to44.BA","per.capita.35to44.BA.Male","per.capita.35to44.BA.Female","per.capita.45to64","per.capita.45to64.Male","per.capita.45to64.Female","per.capita.45to64.HS","per.capita.45to64.HS.Male","per.capita.45to64.HS.Female","per.capita.45to64.BA","per.capita.45to64.BA.Male","per.capita.45to64.BA.Female","per.capita.65plus","per.capita.65plus.Male","per.capita.65plus.Female","per.capita.65plus.HS","per.capita.65plus.HS.Male","per.capita.65plus.HS.Female","per.capita.65plus.BA","per.capita.65plus.BA.Male","per.capita.65plus.BA.Female","OccupiedHousingUnits","a.LessThan5000","b.5000to9999","c.10000to14999","d.15000to19999","e.20000to24999","f.25000to34999","g.35000to49999","h.50000to74999","i.75000to99999","j.100000to149999","k.150000.or.more","MedianHouseholdIncome","Hispanic","Black.combination","Male","White.NonHispanic","Asian","Asian.combination","Black","Female","Total","White","White.combination","POP_ST","AREA_ST","POP_URBAN","POPPCT_URBAN","AREA_URBAN","AREAPCT_URBAN","POPDEN_URBAN","POP_UA","POPPCT_UA","AREA_UA","AREAPCT_UA","POPDEN_UA","POP_UC","POPPCT_UC","AREA_UC","AREAPCT_UC","POPDEN_UC","POP_RURAL","POPPCT_RURAL","AREA_RURAL","AREAPCT_RURAL","POPDEN_RURAL","CivilianPop.16","Hunting.Fishing.Agriculture","Mining.Oil.Gas","Construction","Manufacturing","Wholesale.Trade","Retail.Trade","Transportation.Warehousing","Utilities","Information","Finance.Insurance","Real.Estate","Sciences.Technical","Management","Waste.Management","Educational.Services","Health.Care","Arts.Entertainment","Foodservice.Accommodation","OtherServices","PublicAdministration"
"Missouri",6076204,6093000,36.5050057442967,9,24,52,108,"Rep","Dem","Divided",9774.09580060182,4984.08216708985,4790.01363351198,1351.07379541569,777.969271604442,573.104523811248,2940.52010103677,1660.64207192517,1279.8780291116,4550.47263060951,2170.0884302107,2380.3842003988,932.029273539861,375.382393349532,556.646880190329,13103.723969768,6543.7730530443,6559.95091672367,11949.0063203935,5874.34194111982,6074.66437927364,4278.93796850797,1857.49194727498,2421.44602123299,12075.6972609873,6008.30716019409,6067.39010079319,10959.4904976857,5358.13149130609,5601.35900637964,4015.73087407862,1765.59246529577,2250.13840878285,26600.6704185705,12997.8519483546,13602.8184702159,23876.1898053456,11471.6194518815,12404.5703534641,7090.21619418966,3216.59707277767,3873.61912141199,15650.3632860253,6847.2190861268,8803.14419989849,13180.1861820308,5819.40632671319,7360.77985531756,3390.98226458493,1838.79606412161,1552.18620046332,2374180,1250.33655881205,1484.77569219203,2188.10954997561,2109.95220041987,2266.25044188773,4337.13219635154,5743.78345427507,7306.71649602285,4688.79912524333,4688.79912524333,2969.56784202769,50238,138150.289017341,109248.554913295,46820.8092485549,86127.1676300578,131502.89017341,139884.393063584,105780.346820809,52890.1734104046,100000,87283.2369942197,88728.323699422,5988927,178039716301,4218371,70.44,5320506862,2.99,2053.5,3390061,56.61,3899820503,2.19,2251.4,828310,13.83,1420686359,0.8,1510.1,1770556,29.56,172719209439,97.01,26.6,33522.7224102417,577.646833450622,62.4896728286279,2229.94488005998,4755.38675133356,1062.96628618789,3314.52005232214,1645.73144680462,387.873744857809,720.581468298299,2052.87709234252,594.367799369475,2126.57442047699,53.9975287202339,1231.04820048833,2742.89671643678,4963.04929854231,463.068718561786,1465.73419852263,1327.81914497933,1744.14815565771
"Montana",1032073,1042520,103.810958063155,21,29,38,61,"Rep","Dem","Divided",9727.31580033583,5179.28479865281,4548.03100168302,1571.59425738296,881.526791225039,690.067466157917,3454.213025629,1912.94608036447,1541.26694526453,4119.96050666959,2202.65426961077,1917.30623705881,581.548010654285,182.157657452525,399.39035320176,12465.8817738668,6357.59292220608,6108.28885166069,11699.7537964853,5929.90999667659,5769.84379980873,4103.77948071503,1710.82859448896,2392.95088622607,11494.6326471093,5886.50221447514,5608.13043263413,10944.7684417672,5587.49235761424,5357.27608415296,4193.21113913454,1822.25482112215,2370.95631801239,27140.3282519744,13426.8603092998,13713.4679426746,25586.1746213688,12536.0318504602,13050.1427709086,7624.07310335606,3668.53895024867,3955.53415310739,17337.0488327861,8253.97040713205,9083.078425654,15791.5186231982,7523.88639175717,8267.63223144099,5024.54768218915,2870.63027518402,2153.91740700512,414804,1286.05244008902,1607.63821938952,2250.71288561952,2210.50255166059,2652.62244046691,4461.21543728012,5787.47821132807,7917.65698744178,4742.49399025069,4621.95988074487,2692.73588205485,49509,21956.5217391304,54565.2173913043,66956.5217391304,95434.7826086957,81086.9565217391,81086.9565217391,54565.2173913043,67608.6956521739,100000,96086.9565217391,97826.0869565217,989415,376961878670,553014,55.89,769702271,0.2,1860.8,262137,26.49,334839591,0.09,2027.6,290877,29.4,434862680,0.12,1732.4,436401,44.11,376192176399,99.8,3,32283.6659809917,1912.55851088053,686.676233173429,3133.88684715132,1576.14819881927,897.901601921569,3294.4375058741,1256.88783642242,442.02299643533,668.072897944235,1507.83907727457,533.489394645534,1845.50899015864,5.71664988813776,613.716277821433,2603.30422363534,4657.81005800946,482.911576991162,1830.97513451083,1648.42990757437,2685.37206185997
"Nebraska",1893765,1907116,35.9530656062173,NA,NA,NA,NA,"N/A","Rep","N/A",10190.1239066093,5206.50661512912,4983.6172914802,1192.54500954448,715.822712955409,476.72229658907,2667.70164196719,1514.7602791265,1152.94136284069,5055.53751389428,2463.29402011337,2592.24349378091,1274.33974120337,512.629602933838,761.710138269532,13341.2540626741,6813.30576919523,6527.94829347886,12277.1832830367,6159.89840344499,6117.28487959171,4631.09203095421,2100.8414454803,2530.25058547391,12274.2790156118,6282.03604987947,5992.24296573228,11010.7114663118,5610.1997871964,5400.51167911541,4432.49294395028,1976.32758024359,2456.16536370669,24754.6026038078,12262.9787750856,12491.6238287221,22924.7557115059,11254.9339543185,11669.8217571874,7245.30234744015,3444.56677570871,3800.73557173144,14716.2398713674,6510.04744516875,8206.1924261986,13032.1343989355,5776.42949362777,7255.70490530768,3349.7292430687,1816.17043297347,1533.55881009523,744159,1021.6684752332,1218.10256288399,1925.42369301365,1886.13687548349,2161.19740305687,4008.10026587248,5540.60297872228,7583.93992918868,5186.91601122631,5462.02934366196,3261.49231821266,54996,83333.3333333333,544871.794871795,552564.102564103,48717.9487179487,215384.615384615,215384.615384615,512820.512820513,561538.461538462,100000,71794.8717948718,74358.9743589744,1826341,198973681461,1335686,73.13,1357102386,0.68,2549.1,982197,53.78,944821650,0.47,2692.4,353489,19.36,412280736,0.21,2220.7,490655,26.87,197616579075,99.32,6.4,36990.3868748234,1818.96909067387,83.2732678024993,2812.91501321442,4671.17092141844,1381.11117271678,3678.59792529696,2035.83866002382,522.081673280476,640.945418254113,2671.45078718848,507.929970191655,1969.09331411236,53.3329108944352,1209.75939464506,3112.68821633096,4929.12267361579,365.092817746658,1463.16992868703,1357.66581386814,1706.17790486148
"Nevada",2883758,2940058,21.1220322864379,11,10,27,15,"Dem","Rep","Divided",8812.21655908714,4498.43572172145,4313.78083736569,1641.29583689061,986.906668312667,654.389168577946,3079.17654671439,1693.58871306122,1385.58783365317,3649.23131552648,1677.98407494665,1971.24724057983,442.512859955655,139.956265400911,302.556594554744,14283.7921906068,7249.94954500343,7033.84264560341,12464.4994482893,6261.37838195854,6203.12106633081,3071.54761252505,1356.21643702419,1715.33117550086,13458.896342897,6799.28759625461,6659.6087466424,11304.6587126936,5701.72670522284,5602.93200747081,3351.00934267022,1552.45343055832,1798.5559121119,25869.819866993,12934.3377634323,12935.4821035607,22076.5057262086,10893.6325447558,11182.8731814528,6011.39207936311,2991.7558962992,3019.6361830639,14637.566675151,6916.80785974413,7720.75881540684,12578.309275605,6057.78987002377,6520.51940558119,3645.10475566951,2067.99599689017,1577.10875877934,1042065,1264.73858069921,1084.03687133248,1662.20605196414,1734.50754189499,1987.44138724539,4011.050857943,5384.1896580781,6901.89676110131,4733.75366448918,4480.81981913878,2926.97930963694,52431,254248.366013072,92810.4575163399,11111.1111111111,22222.2222222222,75816.9934640523,84313.7254901961,84313.7254901961,14379.0849673203,100000,62745.0980392157,66666.6666666667,2700551,284331937541,2543797,94.2,1987575459,0.7,3314.8,2336222,86.51,1565145978,0.55,3866,207575,7.69,422429481,0.15,1272.7,156754,5.8,282344362082,99.3,1.4,31553.1677762142,156.462504828769,492.482378895871,2034.98351803445,1689.28876833632,815.082264184443,3258.35246924326,1511.25718593585,342.712529969574,465.12224673499,1181.79125987687,979.763211753552,1724.06977284502,101.984979322121,1785.10124635978,1834.23851793389,2781.23198964684,2517.13215880112,5017.37663146491,1195.90478812716,1668.82935391943
"New Hampshire",1330111,1334795,37.215452560131,11,13,220,179,"Split","Dem","Divided",9778.3568439025,4991.16239171017,4787.19445219234,1084.64631899142,593.258758103647,491.387560887776,3109.74046526944,1831.50128072018,1278.23918454926,4389.33292033522,2043.51366164177,2345.81925869345,1194.63713930642,522.888691244565,671.748448061853,11676.8450151905,5975.74187417441,5701.10314101605,11066.4448305442,5649.07740782536,5417.36742271886,4757.27213743815,2104.48601658057,2652.78612085758,11759.4696983936,5820.04058307916,5939.42911531444,11056.8967552332,5327.8260235424,5729.07073169081,4660.66365889764,2142.52795443388,2518.13570446376,30608.5732694489,15052.5031369562,15556.0701324927,28775.042082954,13972.8188098587,14802.2232730953,10601.5964081193,5138.81924140166,5462.77716671766,16416.4494542185,7473.66197257221,8942.78748164627,14703.1337986078,6669.29301389132,8033.84078471646,5114.68591719037,2839.61263383282,2275.07328335755,517615,661.523737492585,895.038083287786,1323.04747498517,1517.61770258272,1712.26311187563,2918.62859565856,4630.89170753418,6926.86550220245,5681.55590022186,6771.23939280256,5876.12612781941,70303,1112500,712500,2381250,3081250,1112500,1275000,537500,2462500,100000,3125000,25000,1316470,23187259277,793872,60.3,1668054122,7.19,1232.6,623168,47.34,1344142228,5.8,1200.8,170704,12.97,323911894,1.4,1364.9,522598,39.7,21519205155,92.81,62.9,36433.6510261174,259.527212390545,25.0355045556348,2549.56165312519,5950.40564283733,1332.7459136869,3679.16662594325,1294.02734057534,452.668987776208,834.81754530261,2085.01395748174,679.717707770254,2955.24208129998,34.8843066480918,1193.8853223528,2927.27449062522,5372.78467736903,319.221478508185,1529.27086536387,1329.88900926314,1628.51070324206
"New Jersey",8935421,8944469,3.68663584165812,24,16,48,32,"Dem","Rep","Divided",8872.15051199043,4571.31230861982,4300.83820337061,1031.78126693751,605.444332169687,426.336934767819,2413.74189307924,1342.5444643291,1071.19742875014,4075.25286161671,2018.94236432732,2056.31049728938,1351.37449035697,604.381147793708,746.993342563266,12892.2856572735,6516.35776310931,6375.92789416414,11864.3766197474,5899.35269977766,5965.02391996975,5629.23671979194,2534.28461848636,3094.95210130558,13081.6108160992,6452.41002074776,6629.20079535144,11838.7370891646,5738.82305041923,6099.91403874535,5666.28030173396,2563.6285072634,3102.65179447057,28007.1414654105,13565.1023046368,14442.0391607737,25397.2924163282,12198.5522562395,13198.7401600887,10423.2693680578,5090.38130380203,5332.88806425573,15029.5212726966,6412.87075337581,8616.6505193208,12358.6454404331,5346.85494953176,7011.79049090132,4223.72935757588,2275.78532673502,1947.94403084085,3187963,1070.32449842039,963.301001709936,1284.39387467026,1427.10679217017,1498.46325092013,2747.19008762989,3746.16931871481,5565.73663400975,4352.68802667496,6065.22065384496,6957.16519680494,72222,10232.5581395349,114418.604651163,62093.023255814,73953.488372093,98604.6511627907,99069.7674418605,113720.930232558,65813.9534883721,100000,89069.7674418605,89534.8837209302,8791894,19047341691,8324126,94.68,7561624746,39.7,2851.2,8109908,92.24,7178066812,37.69,2926.2,214218,2.44,383557934,2.01,1446.5,467768,5.32,11485716945,60.3,105.5,34380.372228684,89.9006325499381,14.1011822498347,2150.50863300118,3359.89764779969,1416.64281962764,3231.58808074068,1845.15088880535,350.011487986968,1086.67515498151,2756.10964497364,757.524463592706,3471.06196786923,53.2935157727879,1396.43112506954,2707.23673792203,4570.11482727003,508.750511027964,1590.78122899861,1361.56986895189,1663.0218094928
"New Mexico",2080328,2081015,33.200946012723,25,17,37,33,"Dem","Rep","Divided",10005.3933802746,5131.25814775362,4874.13523252103,1809.42620586754,1074.83050749689,734.595698370642,2988.61525682489,1705.45221715037,1283.16303967451,4741.60805411454,2172.39781419084,2569.2102399237,465.743863467684,178.577608915517,287.166254552167,13095.3388119566,6837.62368241931,6257.71512953727,11115.1703000681,5623.44014982253,5491.73015024554,2840.56168065805,1272.25129883365,1568.3103818244,11857.3609546187,6028.03980910703,5829.32114551167,9985.68494968101,5067.18171365285,4918.50323602816,2915.59792494261,1142.46407297311,1773.1338519695,25373.6910717925,12271.1418583993,13102.5492133933,21886.6447983203,10392.4957987394,11494.1489995808,7005.09727312232,3162.14558473472,3842.9516883876,15891.4363504217,7197.95147688249,8693.48487353917,13058.4696259436,5971.31798447168,7087.15164147192,4758.19197741895,2459.80441545756,2298.38756196138,761797,1684.44591429813,1904.17088074573,2343.62081364093,2343.62081364093,2343.62081364093,4137.95324583431,5016.80504228179,6261.84909302764,4028.06672793906,4028.06672793906,2526.66887144719,45382,457777.777777778,396666.666666667,496666.666666667,475555.555555556,297777.777777778,308888.888888889,348888.888888889,513333.333333333,100000,53333.3333333333,57777.7777777778,2059179,314160748240,1594361,77.43,2141181968,0.68,1928.5,1106721,53.75,1267853668,0.4,2260.8,487640,23.68,873328300,0.28,1446.2,464818,22.57,312019566272,99.32,3.9,29035.8539614907,507.852607857992,930.430201391319,2310.74138308959,1258.31118938937,870.824216181294,3097.82880391938,981.575982248953,445.891224845313,472.425502132356,988.642175656916,522.273410731385,2414.09047034891,2.8360912317673,1187.8896020243,2925.83669498271,3885.82954226449,653.743063593818,1808.36868032349,1231.34428801612,2539.11883126122
"New York",19747183,19745289,8.41339926703529,32,29,100,40,"Dem","Dem","Dem",9830.01474184951,4936.27369534176,4893.74104650775,1170.07068805713,675.828040890693,494.242647166434,2573.64809957957,1434.71603012946,1138.93206945011,4537.87256643137,2180.94398578268,2356.92858064869,1548.42338778144,644.785638538925,903.637749242512,14561.9757511742,7253.2674660482,7308.70828512603,13077.7843097924,6402.34103264248,6675.44327714996,6420.01950354134,2829.20353753748,3590.81596600386,12653.8149770527,6210.64786810352,6443.16710894916,11085.3026479777,5372.00166727578,5713.30098070191,5020.30593426921,2272.0455874643,2748.26034680491,26862.9404001573,12974.8177246344,13888.1226755229,23338.1237212417,11155.3885939073,12182.7351273344,8711.12603757204,4044.76932228764,4666.3567152844,15001.8714061646,6389.68606307036,8612.18534309425,11877.4156293584,5168.12955042752,6709.28607893085,4046.74935154042,2054.53608243768,1992.21326910274,7233694,1355.36293961524,1501.89016833439,1831.57263494241,1758.31155258955,1721.6784794064,3150.30756538793,4175.99310240858,5970.93772818128,4322.5152671143,5384.8338773181,5494.7280328541,60850,215909.090909091,259090.909090909,503409.090909091,552272.727272727,48863.6363636364,61363.6363636364,240909.090909091,526136.363636364,100000,31818.1818181818,37500,19378102,122056806947,17028105,87.87,10597911232,8.68,4161.4,16018144,82.66,9059207000,7.42,4579.5,1009961,5.21,1538704232,1.26,1700,2349997,12.13,111458895715,91.32,54.6,33469.3561101854,160.762170482747,24.4693129141508,1970.40762725499,2468.40270837618,970.244717942807,2912.49643050353,1770.41960871077,271.967905498217,1076.93335297495,2304.36918521492,827.140762305185,2970.70220091645,27.1279199671163,1107.1148730429,3198.0713400995,5581.29734251209,592.438931669393,1894.72594648057,1475.81556316159,1864.44821015737
"North Carolina",10035186,10146788,23.6273455862749,17,33,43,77,"Rep","Rep","Rep",9886.2940856303,5209.71908243654,4676.57500319376,1407.69687776589,821.629016143796,586.067861622097,3047.78605996939,1806.6431454285,1241.1429145409,4494.43587791995,2198.83318555331,2295.60269236664,936.375269975066,382.613735310935,553.761534664131,12935.7841498902,6337.49090450341,6598.29324538678,11391.8267185083,5432.98350424197,5958.84321426628,4149.41985131118,1731.67692158372,2417.74292972746,13082.8267657421,6390.23531801005,6692.59144773201,11458.1633065894,5436.29186344927,6021.87144314017,4336.97990251501,1879.64627661112,2457.33362590389,26268.4020007203,12610.5285940888,13657.8734066314,23222.8580516594,10871.8263916583,12351.0316600011,7676.92796127546,3517.64282196663,4159.28513930883,15102.3110084855,6565.68797030767,8536.62303817787,12254.1724687515,5351.94863353803,6902.22383521342,3677.43059271647,1935.61932982607,1741.81126289039,3843745,1340.59298950712,1493.80390159186,2336.45893558924,2298.15371633371,2259.84849707818,4404.80126626452,5630.48856294243,6817.87064036481,4366.49604700899,4289.89557343531,3025.90305750187,47830,91982.1826280624,22939.8663697105,62138.0846325167,81737.1937639198,27616.9265033408,30289.5322939866,21603.5634743875,68151.4476614699,100000,88418.7082405345,88864.1425389755,9535483,125919791207,6301756,66.09,11937724456,9.48,1367.2,5232799,54.88,9285141220,7.37,1459.6,1068957,11.21,2652583236,2.11,1043.7,3233727,33.91,113982066751,90.52,73.5,31780.3476686929,324.418501062163,41.4641044022502,2404.45966821143,4875.32567906564,972.97648494009,3103.39041050161,1207.27209241563,338.55874719213,655.633089411596,1827.38018009831,585.390245880844,2158.31575020134,21.125667227294,1253.11080432391,2491.58311564928,4572.77025059625,388.692347107468,1526.87752872742,1308.57564573292,1723.02735594537
"North Dakota",756835,757952,54.4449604548397,14,33,23,71,"Rep","Rep","Rep",12366.8963512523,6532.86383425714,5834.03251699512,1271.61138160894,773.616442157141,497.994939451796,3249.05692786407,1944.94176405689,1304.11516380717,6231.6092675418,3099.48667807382,3132.12258946798,1614.61877423745,714.81894996928,899.799824268169,15075.9412553595,8362.72106866094,6713.22018669855,14295.8504826019,7803.68244069051,6492.16804191138,5370.52329768047,2398.80555206881,2971.71774561166,11434.4606155899,6159.20246817338,5275.25814741654,11059.0815699591,5923.21972424637,5135.86184571274,3687.06521236465,1685.17576486288,2001.88944750177,24314.4146346297,12356.1938863821,11958.2207482476,22967.2253529501,11534.0860293195,11433.1393236306,7076.70760469587,3317.2355929628,3759.47201173307,14184.9940872185,6367.57021015149,7817.423877067,11803.1010722284,5233.24106311151,6569.86000911692,2813.42696889018,1422.76718175032,1390.65978713987,313475,994.007940964675,1325.38796435154,2070.86088777607,1698.12442606381,1946.65944360396,3893.31888720791,5757.26545416108,7082.65341851262,5550.08687494632,6585.58338343232,4556.07893398165,60557,30370.3703703704,6419.75308641975,60000,92592.5925925926,246.913580246914,19012.3456790123,246.913580246914,57037.037037037,100000,94814.8148148148,95802.4691358025,672591,178711239147,402872,59.9,475973352,0.27,2192.2,269056,40,290454982,0.16,2399.2,133816,19.9,185518370,0.1,1868.2,269719,40.1,178235265795,99.73,3.9,36773.8014230314,2428.79887954442,1631.53131131621,3164.49424247029,3016.90593061896,1771.72038819558,3909.96716589481,1574.84788626319,724.33225207608,446.59668223589,1753.48655915754,514.775347334624,1577.22621178989,21.2728005443723,873.638243474469,2589.4679817926,5456.80366262131,406.693665065701,1307.02200611758,1572.20530234463,2032.0149041733
"Ohio",11605090,11614373,21.2610128272386,10,23,39,60,"Rep","Rep","Rep",9367.82911636187,4748.40781071065,4619.42130565123,1287.51263454226,721.683330331777,565.82930421048,3061.29465605178,1724.631174769,1336.66348128278,4105.97418891193,1919.22682202378,2186.74736688815,913.047636855897,382.866483586082,530.181153269815,12807.8541398645,6407.30920656367,6400.54493330082,11781.2787320047,5840.61821149168,5940.66052051298,4104.93154296951,1850.54144345283,2254.39009951668,12070.6603740255,5993.00824034971,6077.65213367583,11039.242263524,5393.23693310435,5646.00533041967,3847.96671115864,1719.8918750307,2128.07483612794,27313.3771474413,13348.565155462,13964.8119919794,24915.3690320368,12110.2033676602,12805.1656643766,7068.61385822945,3418.37073215287,3650.24312607658,15851.2687105399,6884.56530711955,8966.7034034204,13299.3626072697,5805.34920453008,7494.01340273966,3204.24916997628,1712.17112491157,1492.07804506471,4606655,1429.01950781941,1627.49276395099,2103.83547219367,2183.23166817319,2183.23166817319,4247.37765928571,5597.00958803422,7343.59664595449,4842.79742768044,4922.19362365996,3175.60656573969,51075,26415.0943396226,5241.09014675052,69182.3899371069,92452.8301886792,37735.8490566038,44863.7316561845,1886.79245283019,74004.1928721174,100000,93920.3354297694,94968.5534591195,11536504,105828706692,8989694,77.92,11448575862,10.82,2033.7,7534686,65.31,9282948899,8.77,2102.2,1455008,12.61,2165626963,2.05,1740.1,2546810,22.08,94380130830,89.18,69.9,32619.5488358987,261.626579371638,117.319210794574,1701.9170036596,6326.09484286636,1071.1334423085,3148.15309489198,1532.48272956091,346.684084311281,574.377277556658,2033.58181625476,521.745199735633,1975.49523528038,54.3554595440449,1111.79663406316,2453.81983250453,4923.08978215593,347.976620603546,1363.08292309668,1204.85924710623,1549.95782023233
"Oklahoma",3907414,3923561,39.0036839833339,12,36,29,72,"Rep","Rep","Rep",10041.8844790954,5218.89925152543,4822.98522756995,1695.59713918208,955.414501765106,740.182637416972,3255.27318067653,1857.16179549953,1398.111385177,4328.66852603794,2098.1651803469,2230.50334569104,762.345633198837,308.157773913898,454.187859284939,13716.3607439601,6942.13615450014,6774.22458945993,12188.7775393137,6087.9138990647,6100.86364024902,3477.90124107658,1547.9035495087,1929.99769156788,12268.5489687041,6178.89478821543,6089.65418048868,10770.0898855355,5353.38717627566,5416.70270925988,3266.40586331523,1458.33024092149,1808.07562239374,24734.8758027688,12102.2241308446,12632.6516719242,21744.9187621276,10479.8211809652,11265.0975811624,6047.65709494822,2851.16959707878,3196.48749786944,14742.0007196576,6551.23823582554,8190.76248383202,12449.2311283115,5616.80948064372,6832.42164766774,3331.33371585402,1824.48033405214,1506.85338180188,1465951,1350.61193925189,1575.69686754462,2138.47316921115,2175.99158932225,2288.54684965555,4089.35423786678,5552.52143745198,7090.72547725938,4351.98317864449,4201.90949820009,2701.22387850379,48568,92916.6666666667,59166.6666666667,31666.6666666667,60000,177083.333333333,182083.333333333,52500,34583.3333333333,100000,72500,81666.6666666667,3751351,177660021556,2485029,66.24,3384365635,1.9,1901.7,1717572,45.79,2169231644,1.22,2050.7,767457,20.46,1215133991,0.68,1635.8,1266322,33.76,174275655921,98.1,18.8,32786.5949192996,538.309992235274,1371.72564770459,2422.36937268485,3692.82599693813,990.706385348468,3329.03040220463,1415.00235193916,517.784908381861,626.347758389564,1344.67450851126,606.257744892146,1627.3678704125,35.4454378266547,1099.11568111288,2725.30630232681,4413.68639207414,647.89653719826,1520.62207895043,1508.74721746915,2353.37233269881
"Oregon",4024634,4093465,35.3205251134023,16,14,34,26,"Dem","Dem","Dem",9028.49799509719,4570.08016132647,4458.41783377072,1369.21767296107,851.332071438049,517.88560152302,2725.81308014592,1478.99163004636,1246.82145009956,4057.16395577834,1867.87171206127,2189.29224371707,876.303286211864,371.884747780792,504.418538431072,13748.0824343282,6945.02903866538,6803.05339566281,12515.8958553747,6244.99022768282,6270.90562769186,4718.01907949891,2121.83269335796,2596.18638614095,13103.6760112845,6629.07484258196,6474.60116870255,11640.1640496999,5818.491818138,5821.67223156193,4826.67492248985,2226.58756050861,2600.08736198124,26437.1368924479,12939.2386984754,13497.8981939724,23833.1734016062,11595.4891798857,12237.6842217205,8067.81436523172,3921.07704700601,4146.73731822571,16393.4906876004,7490.34570596978,8903.14498163063,14746.3098507839,6789.71056747024,7956.59928331371,4791.19343522914,2569.92312841366,2221.27030681548,1553205,1196.35723397457,1427.9062394245,1891.02909730425,1968.20381679427,2045.37853628429,4090.78191954846,5248.55179377802,7255.36781729718,4862.62850236817,5055.59014807309,3589.09654890358,54148,103529.411764706,164705.882352941,34117.6470588235,78039.2156862745,17647.0588235294,19607.8431372549,157647.058823529,36470.5882352941,100000,90980.3921568627,93333.3333333333,3831074,248607802255,3104382,81.03,2866510400,1.15,2804.9,2393393,62.47,1933314021,0.78,3206.3,710989,18.56,933196379,0.38,1973.3,726692,18.97,245741291855,98.85,7.7,30220.7107528287,1082.284749371,32.7234724946417,1813.35743821674,4388.27480958517,1054.55551983112,3266.30943335469,1122.26353998898,321.246602796677,626.14389283597,1363.00592799246,617.323214980542,2321.90057530697,36.2765906166871,1164.03131315792,1948.30138591484,4252.0388189336,466.949292780412,1510.37336562778,1126.53722052738,1706.81358851513
"Pennsylvania",12791904,12784227,19.9679652121321,23,27,92,111,"Rep","Rep","Rep",9496.28765193985,4831.21980902921,4665.06784291064,1176.52540231697,680.133309318144,496.392092998822,3111.97613740691,1725.48199236017,1386.49414504674,4091.65828636613,1968.6670569135,2122.99122945263,1116.12782584985,456.937450437402,659.190375412448,12888.1595734302,6494.68601390379,6393.4735595264,11868.5381003485,5909.44084633531,5959.09725401316,4877.09257355277,2182.37253813037,2694.7200354224,11740.6681601113,5839.13856764403,5901.52959246724,10751.3236497084,5276.32946588717,5474.99418382127,4186.36662689151,1881.09604324735,2305.27058364415,27861.6693808834,13650.0164479033,14211.6529329801,25441.5370847061,12344.6751945606,13096.8618901455,7888.10641480737,3782.95521917613,4105.15119563124,17051.3552947239,7365.12719294954,9686.22810177437,14310.6843203326,6220.25462354939,8090.42969678322,3694.48519938861,2017.33846658011,1677.1467328085,4956037,1162.30547071022,1433.50825647222,1898.42731777849,2014.65708310506,1937.17057288735,3835.60570811038,5152.88419925603,7128.80584469677,4959.16792371175,5230.37070947374,3990.57872854581,55702,86746.9879518072,4618.47389558233,72690.7630522088,93373.4939759036,49598.3935742972,53012.0481927711,401.606425702811,76706.8273092369,100000,94779.1164658635,95381.5261044177,12702379,115883064314,9991287,78.66,12186542023,10.52,2123.4,8977537,70.68,10468869338,9.03,2221,1013750,7.98,1717672685,1.48,1528.6,2711092,21.34,103696522291,89.48,67.7,33247.0991026824,310.719967879684,232.780045879018,1956.58910510898,5005.77552802147,1129.99597245258,3068.49551091065,1566.09993320775,403.341050714577,601.270928862505,2049.21018794387,460.220777141542,2396.07801934724,31.2697781346702,1192.84040905873,2714.0838455323,5430.98197109672,407.288860204079,1360.18844419095,1308.70275449222,1621.16601250291
