"","Total.Seats","Total.Senate","Senate.Dem","Senate.Rep","Senate.other","Total.House","House.Dem","House.Rep","Legislative.Control","Governing.Party","State.Control","perCapitaFFL","pc.18to24","pc.18to24.HS","pc.18to24.BA","pc.25to34","pc.25to34.HS","pc.25to34.BA","pc.35to44","pc.35to44.HS","pc.35to44.BA","pc.45to64","pc.45to64.HS","pc.45to64.BA","pc.65plus","pc.65plus.HS","pc.65plus.BA","perCapita.LessThan5000","perCapita.5000to9999","perCapita.10000to14999","perCapita.15000to19999","perCapita.20000to24999","perCapita.25000to34999","perCapita.35000to49999","perCapita.50000to74999","perCapita.75000to99999","perCapita.100000to149999","perCapita.150000.or.more","workforcePC","agriculturePC","constructionPC","manufacturingPC","wholesalePC","retailPC","transportationPC","informationPC","financePC","pro.scientificPC","educationPC","artsPC","otherPC","publicAdminPC","POPESTIMATE2016","NPOPCHG_2016","BIRTHS2016","DEATHS2016","NATURALINC2016","INTERNATIONALMIG2016","DOMESTICMIG2016","NETMIG2016","RESIDUAL2016","atf.Region","POP_ST","AREA_ST","POP_URBAN","POPPCT_URBAN","AREA_URBAN","AREAPCT_URBAN","POPDEN_URBAN","POP_UA","POPPCT_UA","AREA_UA","AREAPCT_UA","POPDEN_UA","POP_UC","POPPCT_UC","AREA_UC","AREAPCT_UC","POPDEN_UC","POP_RURAL","POPPCT_RURAL","AREA_RURAL","AREAPCT_RURAL","POPDEN_RURAL"
"34",141,47,14,33,"0",94,23,71,"Rep","Rep","Rep",54.4449604548397,12366.8963512523,3249.05692786407,1614.61877423745,15075.9412553595,14295.8504826019,5370.52329768047,11434.4606155899,11059.0815699591,3687.06521236465,24314.4146346297,22967.2253529501,7076.70760469587,14184.9940872185,11803.1010722284,2813.42696889018,994.060792643046,1325.41439019073,2070.95998467301,1698.18718743187,1946.70238559263,3893.40477118527,5757.26875739098,7082.6831475817,5550.17275892368,6585.65275126018,4556.11196628063,53458.0192512238,5071.11853970813,4253.23881691518,3633.15650042612,2137.71826091552,6216.01802242232,3085.74524169733,638.844662310808,2729.7891878679,3667.11370377956,12766.4550397379,4410.07617248145,2519.5716371468,2329.17346581487,757952,1117,11824,6172,5652,1575,-6259,-4684,149,3,672591,178711239147,402872,59.9,475973352,0.27,2192.2,269056,40,290454982,0.16,2399.2,133816,19.9,185518370,0.1,1868.2,269719,40.1,178235265795,99.73,3.9
"35",132,33,10,23,"0",99,39,60,"Rep","Rep","Rep",21.2610128272386,9367.82911636187,3061.29465605178,913.047636855897,12807.8541398645,11781.2787320047,4104.93154296951,12070.6603740255,11039.242263524,3847.96671115864,27313.3771474413,24915.3690320368,7068.61385822945,15851.2687105399,13299.3626072697,3204.24916997628,1429.02450562641,1627.50013140786,2103.84163328333,2183.2318835959,2183.2318835959,4247.37839172294,5597.01264703677,7343.5981539135,4842.80526906728,4922.19551937986,3175.61001250313,47304.6051344712,513.145524937764,2372.05398665586,7341.00295646135,1288.19337032285,5549.81477954932,2393.81168090898,777.253773990551,3078.17518002876,4404.52422169927,11272.7691039018,4426.38531885578,2107.00649456402,1780.46874259484,11614373,9283,138012,115938,22074,19591,-27558,-7967,-4824,4,11536504,105828706692,8989694,77.92,11448575862,10.82,2033.7,7534686,65.31,9282948899,8.77,2102.2,1455008,12.61,2165626963,2.05,1740.1,2546810,22.08,94380130830,89.18,69.9
"36",149,48,12,36,"0",101,29,72,"Rep","Rep","Rep",39.0036839833339,10041.8844790954,3255.27318067653,762.345633198837,13716.3607439601,12188.7775393137,3477.90124107658,12268.5489687041,10770.0898855355,3266.40586331523,24734.8758027688,21744.9187621276,6047.65709494822,14742.0007196576,12449.2311283115,3331.33371585402,1350.61797905213,1575.72097556082,2138.47846683254,2175.99563291732,2288.54713117167,4089.37110324117,5552.54058054765,7090.74439002368,4351.99126583464,4201.92260149552,2701.23595810426,44874.8200216307,2250.59335918846,3275.69589503441,4281.42500385165,1188.02358797916,5285.0043532628,2353.26996320328,780.720957646157,2499.35123332209,3799.87889688679,10001.83241397,4249.81842210731,2322.81503828363,2586.39089689498,3923561,16147,53175,39588,13587,6716,-3822,2894,-334,5,3751351,177660021556,2485029,66.24,3384365635,1.9,1901.7,1717572,45.79,2169231644,1.22,2050.7,767457,20.46,1215133991,0.68,1635.8,1266322,33.76,174275655921,98.1,18.8
"37",90,30,16,14,"0",60,34,26,"Dem","Dem","Dem",35.3205251134023,9028.49799509719,2725.81308014592,876.303286211864,13748.0824343282,12515.8958553747,4718.01907949891,13103.6760112845,11640.1640496999,4826.67492248985,26437.1368924479,23833.1734016062,8067.81436523172,16393.4906876004,14746.3098507839,4791.19343522914,1196.36605465242,1427.92077490773,1891.03021541835,1968.21512217012,2045.40002892188,4090.80005784377,5248.57365912031,7255.38123466631,4862.64912536146,5055.61139224088,3589.09816395727,46743.5051236957,1627.77534553453,2676.93907073289,5295.33865688159,1324.79127294556,5594.37205967052,1920.02552281773,865.842707684724,2520.77580222202,5286.76644882491,10775.3649151699,4586.52886200335,2189.11831485795,2079.86614435002,4093465,68831,46198,35371,10827,6934,50038,56972,1032,9,3831074,248607802255,3104382,81.03,2866510400,1.15,2804.9,2393393,62.47,1933314021,0.78,3206.3,710989,18.56,933196379,0.38,1973.3,726692,18.97,245741291855,98.85,7.7
"38",253,50,23,27,"0",203,92,111,"Rep","Rep","Rep",19.9679652121321,9496.28765193985,3111.97613740691,1116.12782584985,12888.1595734302,11868.5381003485,4877.09257355277,11740.6681601113,10751.3236497084,4186.36662689151,27861.6693808834,25441.5370847061,7888.10641480737,17051.3552947239,14310.6843203326,3694.48519938861,1162.30633062912,1433.51114110925,1898.4336733609,2014.66430642381,1937.1772177152,3835.61089107611,5152.89139912244,7128.81216119195,4959.17367735092,5230.37848783105,3990.58506849332,47762.0063440126,700.755727997959,2707.74389801549,5793.58631834635,1362.23661465877,5483.44484136216,2583.46216481925,778.476761551681,2984.58306128626,4927.7417966864,12218.3921955637,4112.70284705076,2215.15108306004,1893.72903361376,12784227,-7677,140897,133053,7844,34678,-45565,-10887,-4634,8,12702379,115883064314,9991287,78.66,12186542023,10.52,2123.4,8977537,70.68,10468869338,9.03,2221,1013750,7.98,1717672685,1.48,1528.6,2711092,21.34,103696522291,89.48,67.7
"39",113,38,32,5,"1",75,69,6,"Dem","Dem","Dem",8.57450813718456,10831.68262431,3090.25991680616,1409.89970699323,13548.6028417773,12337.6408076112,4914.61310885585,11716.6710717151,10558.001225835,4106.35776382688,27742.2374046402,24770.0138403781,9373.75367916279,16154.8758202627,12966.6627826454,4229.03599540359,1505.47277537947,1582.67650745022,2161.70449798078,1775.68583762707,1814.28770366244,3396.96421111266,4670.82579027991,6369.30789583623,5056.84445063362,5713.07617323493,4555.02019217379,49732.0499011469,206.705715289876,2595.2840403673,5684.88083159736,1539.01972988053,5835.69453404534,1839.88927697524,786.372201017992,3218.14842076644,4632.31107789168,13620.6940651208,5530.183107918,2194.18779905779,2048.67910121854,1056426,819,10770,9849,921,4203,-3784,419,-521,6,1052567,2677566454,955043,90.73,1037649938,38.75,2383.8,952101,90.46,1026796770,38.35,2401.6,2942,0.28,10853168,0.41,702.1,97524,9.27,1639916516,61.25,154
"40",170,46,18,28,"0",124,46,78,"Rep","Rep","Rep",22.4310953503299,9949.38745624469,3359.97094079186,861.193658457059,12902.9707646878,11477.1410021259,3769.03486410367,12266.9941411701,10792.5008284244,3492.25326129548,26432.9699434138,23201.0319451078,7006.69317897195,16220.2436282824,13080.3822969277,3919.3770411826,1518.14586562077,1556.09951226129,2353.1260917122,2201.31150515012,2315.17244507168,4250.80842373817,5541.23240951583,7097.33192177712,4440.57665694077,4061.04019053557,2580.84797155532,44244.6464987372,450.209343156479,2837.7468980562,6163.39593947415,1173.01220020945,5376.93413096338,2051.42809745948,836.800594259172,2594.34742832954,4398.984725529,9617.3435095041,4531.53263215872,2287.39115565513,1925.51984398245,4961119,66285,57926,47514,10412,5760,47084,52844,3029,1,4625364,77856841944,3067809,66.33,6168413106,7.92,1288.1,2580045,55.78,5037540904,6.47,1326.5,487764,10.55,1130872202,1.45,1117.1,1557555,33.67,71688428838,92.08,56.3
"41",105,35,7,28,"0",70,17,53,"Rep","Rep","Rep",59.6411440315334,9987.07337172857,3012.2890389419,966.757934024075,13045.8702977787,11997.9858238365,4083.60229811905,11463.5530860139,10568.2471189005,3628.08143892372,25448.0900877589,23810.9891493253,6712.17212813797,15678.9860114999,13426.3257953257,3629.71329461173,1028.69408417345,1384.78049792579,2176.08363959768,1819.99722584533,2176.08363959768,4193.90665086098,5895.20840545553,7794.33594546805,5618.25230587037,4747.8188500313,2769.56099585159,50919.9586441144,3391.11268080087,3751.16998224774,5294.43921862087,1472.40007506536,5359.59688502061,2328.42494454605,766.62249000197,3541.47652633873,3326.30469776284,12357.1106363188,4861.88090017822,2242.75252092564,2226.6670862867,865454,7535,12114,7296,4818,1632,941,2573,144,3,814180,196349580075,461247,56.65,586090288,0.3,2038.3,243587,29.92,290234955,0.15,2173.7,217660,26.73,295855333,0.15,1905.4,352933,43.35,195763489787,99.7,4.7
"42",132,33,7,26,"0",99,27,71,"Rep","Rep","Rep",23.0873333920697,9598.28089405154,3489.82631838153,877.202559007839,13128.0310584171,11787.7391791669,4007.91138088896,12754.4026919559,11289.8510641911,3762.59125017286,26546.3401675437,23211.4026021917,6525.75201787521,15402.1436664071,12083.2484212416,3157.42580502728,1419.54245725889,1649.73853140898,2301.96074150091,2263.59472914256,2378.6927662176,4373.72540885172,5716.53584139392,7097.71228629446,4258.62737177668,4143.52933470163,2762.35288980109,45470.6373986817,437.191132266352,2711.10662290055,5926.84883949431,1234.77344240898,5614.41783056884,2934.50123850351,829.530484653959,2593.30625850637,4515.67052652775,10196.2591371476,4340.93357205761,2323.16450383439,1812.93380981147,6651194,56138,81443,65454,15989,9440,30519,39959,190,1,6346105,106797885992,4213245,66.39,7524311791,7.05,1450.3,3450715,54.38,5689184718,5.33,1570.9,762530,12.02,1835127073,1.72,1076.2,2132860,33.61,99273574201,92.95,55.6
"43",181,31,12,19,"0",150,55,95,"Rep","Rep","Rep",22.7174333169338,10162.2518619366,3267.97957494081,805.329592562264,14502.0647191164,12569.2284903932,4268.72916555701,13581.7864755712,11199.3526418631,4170.2189372598,23872.1880371812,19619.2848181487,6691.14894293724,11744.6204815164,9116.35767426615,2935.6675091495,1099.12195344605,1167.81707553643,1614.33536912389,1717.37805225946,1820.42073539502,3469.1036655641,4636.92074110053,6182.56098813404,4121.70732542269,4636.92074110053,3915.62195915156,46278.0461675052,1583.76856509121,3765.3102178997,4018.98836510389,1405.84424023955,5409.29831413385,2652.34624487767,834.837819046762,3033.01840757,5267.07259982532,9816.6184396375,4222.0023384194,2385.68214477777,1883.25847088254,27862596,432957,404533,192814,211719,91839,125703,217542,3696,5,25145561,676586997978,21298039,84.7,22651009601,3.35,2435.3,18947957,75.35,18698378243,2.76,2624.6,2350082,9.35,3952631358,0.58,1539.9,3847522,15.3,653935988377,96.65,15.2
"44",104,29,5,24,"0",75,14,61,"Rep","Rep","Rep",30.3294281156229,11423.5720075222,3540.48910063157,780.972048717462,14729.5287417509,13592.110296419,4615.41239443703,13450.5348702214,12278.5417931728,4505.50251585618,19773.245253846,18071.1301156411,6352.36966634477,10293.543304559,9364.10765349933,3075.03564463966,715.987122454384,684.857247565063,1089.54562112624,1089.54562112624,1307.45474535148,2832.81861492822,4233.66298494766,6475.01397697878,4669.48123339816,4794.00073295544,3237.50698848939,47292.244582416,932.244421914833,3193.90683975829,5351.17660748631,1333.16302373545,5824.05324359533,2115.07132940462,1020.4866396133,3190.12837420318,5607.74445000254,9848.98844123918,4360.28237509664,2116.40883933563,2398.58999703073,3051217,60585,51444,16447,34997,5634,19778,25412,176,9,2763885,212818329473,2503595,90.58,2369045186,1.11,2737.1,2243441,81.17,1950862546,0.92,2978.4,260154,9.41,418182640,0.2,1611.2,260290,9.42,210449284287,98.89,3.2
"45",180,30,21,7,"2",150,93,47,"Dem","Dem","Dem",49.6856091050079,10737.7876592428,2829.47445087592,1558.56684683303,11297.6131150893,10343.9133157,4395.2287857298,11156.7383498805,10532.0657798904,4293.96506561378,30025.4916241806,28039.8282669529,10771.1695480508,17582.8318063914,15321.967518943,6426.09345651091,773.443190094683,1221.22608962318,2157.49942500096,2198.20696132173,2279.62203396328,3745.0933415111,5332.68725802124,7856.55450990915,5780.47015754974,5739.76262122896,3622.97073254878,52363.4057832126,1274.26176511928,3690.37579381812,5748.39319712245,1129.23422905406,5998.19833633611,1779.30259005124,1211.81048031587,2488.30835281941,4502.56194017454,14805.4267131777,4974.06115434252,2241.69765272613,2519.77357815515,624594,-1494,6035,5547,488,955,-2865,-1910,-72,6,625741,23871030489,243385,38.9,404380140,1.69,1558.8,108740,17.38,159947183,0.67,1760.8,134645,21.52,244432957,1.02,1426.7,382356,61.1,23466650349,98.31,42.2
"46",140,40,19,20,"1v",100,33,67,"Rep","Dem","Divided",20.3880069540341,9893.66468493247,3020.21359323781,1180.12516631139,14016.0478761679,12940.7318979773,5550.82367234425,13096.9896100274,11938.1250532561,5551.03878812374,26640.4998239038,23960.0735552555,9839.75428041561,14190.9967592808,11579.407540071,4179.65179208773,1039.6433284769,1076.77344735107,1410.94451721864,1448.07463609282,1559.46499271534,3081.79986655651,4455.61426490098,6460.64068410642,4752.65521589438,5940.81901986797,5866.55878211962,48778.6980882302,496.726236607997,3157.55306756894,3501.22442706601,957.348874890694,5269.50003627091,2032.44973730181,991.444725940704,3134.76274581908,7174.5773303582,10679.8531046047,4456.3743406552,2662.2967887875,4264.58667235847,8411808,44221,102366,66558,35808,32545,-25343,7202,1211,1,8001024,102278849309,6037094,75.45,6902790588,6.75,2265.2,5584039,69.79,5907724619,5.78,2448.1,453055,5.66,995065969,0.97,1179.2,1963930,24.55,95376058721,93.25,53.3
"47",147,49,25,24,"0",98,55,43,"Dem","Dem","Dem",16.4962952799122,9344.13270970869,2932.78624189802,972.348885310511,14669.2941207689,13384.499789813,5217.83335591156,12943.1768825006,11694.3168502952,4820.41928469378,26193.8413108966,23955.6498409981,8686.29622543221,14477.4303834063,12989.3202649613,4611.00039244221,1028.88948631969,1143.21054035521,1448.06668444993,1448.06668444993,1600.49475649729,3315.31056703011,4877.69830551556,6935.47727815493,5258.76848563396,6020.90884587077,5068.23339557476,47455.8153370883,1264.64151591625,3072.99006045845,4888.74053983847,1361.88618058766,5565.57066822712,2580.04913208823,1043.35159609457,2573.63877720036,5911.52034344978,10128.8914275818,4405.85507011587,2237.32558318169,2421.35444234801,7288000,127710,89982,55979,34003,24410,67571,91981,1726,9,6724540,172119001610,5651869,84.05,6150546552,3.57,2380,5041475,74.97,5088055314,2.96,2566.3,610394,9.08,1062491238,0.62,1487.9,1072671,15.95,165968455058,96.43,16.7
"48",134,34,24,10,"0",100,53,47,"Dem","Dem","Dem",48.8594664123936,8926.08740758685,3323.85868304715,711.712264665928,11834.2057507307,10729.294593909,3099.09600647021,12516.9671921449,11451.8158901455,2688.5700737567,28009.4054869686,24464.5319825122,5181.59987789596,18270.0335079979,14093.0760820031,2849.67352922485,1595.90408315241,2274.16331849219,2633.24173720148,2872.62734967434,2673.13933928029,4707.91704529962,6224.02592429441,6902.28515963419,4308.94102451152,3790.27219748698,1915.0848997829,40109.546004379,1675.12830972275,2533.06124266928,2986.11718402458,899.21365653243,4893.93841459208,2120.30832355179,587.978727391335,1588.9276408664,3210.01079273655,11487.6106228338,3762.62932137206,1666.11173062372,2698.51003746226,1831102,-9951,19799,22479,-2680,1076,-7659,-6583,-688,4,1852994,62258675601,902810,48.72,1658489502,2.66,1409.9,615254,33.2,1097015856,1.76,1452.6,287556,15.52,561473646,0.9,1326.4,950184,51.28,60600186099,97.34,40.6
"49",132,33,15,18,"0",99,39,60,"Rep","Rep","Rep",27.2191754050675,9714.13988232441,3053.88919450801,1081.31377656062,12577.4914955917,11735.086533362,4222.94734765272,12078.8516981337,11084.5194543378,4049.34836667336,27671.8648115923,25673.0753060347,7569.43915895775,15616.8519828131,13634.9317280788,3445.34943534821,1005.36660626909,1166.22526327214,1890.08921978588,1930.30388403664,2211.80653379199,4142.11041782863,5630.05299510688,8002.71818590192,5630.05299510688,5469.19433810382,3176.95847581031,51312.6028213779,1221.79840083663,2894.61087250088,9463.02556688398,1341.04475968773,5825.97694720653,2247.40724122561,787.93097858472,3092.63819305878,4206.66756705354,11860.1235702963,4543.46311329392,2095.96540572629,1731.95020502295,5778708,10817,66079,49823,16256,7990,-12395,-4405,-1034,3,5686986,140268064888,3989638,70.15,4866498071,3.47,2123.3,3173382,55.8,3601725983,2.57,2282,816256,14.35,1264772088,0.9,1671.5,1697348,29.85,135401566817,96.53,32.5
"50",90,30,4,26,"0",60,8,52,"Rep","Rep","Rep",104.725127141827,9864.37759459897,3368.31158203408,457.587097544135,14054.9479588444,12883.020347623,3747.4746613702,12298.9318989694,11641.3635549948,3466.85306578241,25849.2383493449,23797.768325221,6282.78678043832,14073.1900674276,12767.089190272,3898.35565292257,858.677191397226,975.769535678666,1756.3851642216,1834.44672707589,1873.47750850304,3707.92423557893,5230.12471123765,7337.78690830357,5620.43252550912,6674.26362404208,3161.49329559888,50349.583585512,6497.42990853373,3660.86726734918,2076.70209954736,924.380492877906,5974.54629148162,2891.97091491846,729.513856330608,1921.55893309238,3236.69562104151,11176.9569776065,5713.01923945751,2347.264962365,3198.67702091023,585501,-1054,7590,4838,2752,524,-4347,-3823,17,5,563626,251470069067,364993,64.76,503865599,0.2,1876.2,138136,24.51,169577798,0.07,2109.8,226857,40.25,334287801,0.13,1757.6,198633,35.24,250966203468,99.8,2
