"NAME","edu.02.Total.18to24","edu.02.Total.18.to24.Male","edu.02.Total.18to24.Female","edu.03.Total.18to24.LessHS","edu.03.Total.18to24.LessHS.Male","edu.03.Total.18to24.LessHS.Female","edu.04.Total.18to24.HS","edu.04.Total.1824.HS.Male","edu.04.Total.18to24.HS.Female","edu.05.Total.18to24.AA","edu.05.Total.18to24.AA.Male","edu.05.Total.18to24.AA.Female","edu.06.Total.18to24.BA","edu.06.Total.18to24.BA.Male","edu.06.Total.18to24.BA.Female","edu.20.Total.25to34","edu.20.Total.25to34.Male","edu.20.Total.25to34.Female","edu.21.Total.25to34.HS","edu.21.Total.25to34.HS.Male","edu.21.Total.25to34.HS.Female","edu.22.Total.25to34.BA","edu.22.Total.25to34.BA.Male","edu.22.Total.25to34.BA.Female","edu.24.Total.35to44","edu.24.Total.35to44.Male","edu.24.Total.35to44.Female","edu.25.Total.35to44.HS","edu.25.Total.35to44.HS.Male","edu.25.Total.35to44.HS.Female","edu.26.Total.35to44.BA","edu.26.Total.35to44.BA.Male","edu.26.Total.35to44.BA.Female","edu.28.Total.45to64","edu.28.Total.45to64.Male","edu.28.Total.45to64.Female","edu.29.Total.45to64.HS","edu.29.Total.45to64.HS.Male","edu.29.Total.45to64.HS.Female","edu.30.Total.45to64.BA","edu.30.Total.45to64.BA.Male","edu.30.Total.45to64.BA.Female","edu.32.Total.65plus","edu.32.Total.65plus.Male","edu.32.Total.65plus.Female","edu.33.Total.65plus.HS","edu.33.Total.65plus.HS.Male","edu.33.Total.65plus.HS.Female","edu.34.Total.65plus.BA","edu.34.Total.65plus.BA.Male","edu.34.Total.65plus.BA.Female","POPESTIMATE2015","POPESTIMATE2016","perCapitaFFL"
"New Hampshire",9778.3568439025,4991.16239171017,4787.19445219234,1084.64631899142,593.258758103647,491.387560887776,3109.74046526944,1831.50128072018,1278.23918454926,4389.33292033522,2043.51366164177,2345.81925869345,1194.63713930642,522.888691244565,671.748448061853,11676.8450151905,5975.74187417441,5701.10314101605,11066.4448305442,5649.07740782536,5417.36742271886,4757.27213743815,2104.48601658057,2652.78612085758,11759.4696983936,5820.04058307916,5939.42911531444,11056.8967552332,5327.8260235424,5729.07073169081,4660.66365889764,2142.52795443388,2518.13570446376,30608.5732694489,15052.5031369562,15556.0701324927,28775.042082954,13972.8188098587,14802.2232730953,10601.5964081193,5138.81924140166,5462.77716671766,16416.4494542185,7473.66197257221,8942.78748164627,14703.1337986078,6669.29301389132,8033.84078471646,5114.68591719037,2839.61263383282,2275.07328335755,1330111,1334795,37.215452560131
"New Jersey",8872.15051199043,4571.31230861982,4300.83820337061,1031.78126693751,605.444332169687,426.336934767819,2413.74189307924,1342.5444643291,1071.19742875014,4075.25286161671,2018.94236432732,2056.31049728938,1351.37449035697,604.381147793708,746.993342563266,12892.2856572735,6516.35776310931,6375.92789416414,11864.3766197474,5899.35269977766,5965.02391996975,5629.23671979194,2534.28461848636,3094.95210130558,13081.6108160992,6452.41002074776,6629.20079535144,11838.7370891646,5738.82305041923,6099.91403874535,5666.28030173396,2563.6285072634,3102.65179447057,28007.1414654105,13565.1023046368,14442.0391607737,25397.2924163282,12198.5522562395,13198.7401600887,10423.2693680578,5090.38130380203,5332.88806425573,15029.5212726966,6412.87075337581,8616.6505193208,12358.6454404331,5346.85494953176,7011.79049090132,4223.72935757588,2275.78532673502,1947.94403084085,8935421,8944469,3.68663584165812
"New Mexico",10005.3933802746,5131.25814775362,4874.13523252103,1809.42620586754,1074.83050749689,734.595698370642,2988.61525682489,1705.45221715037,1283.16303967451,4741.60805411454,2172.39781419084,2569.2102399237,465.743863467684,178.577608915517,287.166254552167,13095.3388119566,6837.62368241931,6257.71512953727,11115.1703000681,5623.44014982253,5491.73015024554,2840.56168065805,1272.25129883365,1568.3103818244,11857.3609546187,6028.03980910703,5829.32114551167,9985.68494968101,5067.18171365285,4918.50323602816,2915.59792494261,1142.46407297311,1773.1338519695,25373.6910717925,12271.1418583993,13102.5492133933,21886.6447983203,10392.4957987394,11494.1489995808,7005.09727312232,3162.14558473472,3842.9516883876,15891.4363504217,7197.95147688249,8693.48487353917,13058.4696259436,5971.31798447168,7087.15164147192,4758.19197741895,2459.80441545756,2298.38756196138,2080328,2081015,33.200946012723
"New York",9830.01474184951,4936.27369534176,4893.74104650775,1170.07068805713,675.828040890693,494.242647166434,2573.64809957957,1434.71603012946,1138.93206945011,4537.87256643137,2180.94398578268,2356.92858064869,1548.42338778144,644.785638538925,903.637749242512,14561.9757511742,7253.2674660482,7308.70828512603,13077.7843097924,6402.34103264248,6675.44327714996,6420.01950354134,2829.20353753748,3590.81596600386,12653.8149770527,6210.64786810352,6443.16710894916,11085.3026479777,5372.00166727578,5713.30098070191,5020.30593426921,2272.0455874643,2748.26034680491,26862.9404001573,12974.8177246344,13888.1226755229,23338.1237212417,11155.3885939073,12182.7351273344,8711.12603757204,4044.76932228764,4666.3567152844,15001.8714061646,6389.68606307036,8612.18534309425,11877.4156293584,5168.12955042752,6709.28607893085,4046.74935154042,2054.53608243768,1992.21326910274,19747183,19745289,8.41339926703529
"North Carolina",9886.2940856303,5209.71908243654,4676.57500319376,1407.69687776589,821.629016143796,586.067861622097,3047.78605996939,1806.6431454285,1241.1429145409,4494.43587791995,2198.83318555331,2295.60269236664,936.375269975066,382.613735310935,553.761534664131,12935.7841498902,6337.49090450341,6598.29324538678,11391.8267185083,5432.98350424197,5958.84321426628,4149.41985131118,1731.67692158372,2417.74292972746,13082.8267657421,6390.23531801005,6692.59144773201,11458.1633065894,5436.29186344927,6021.87144314017,4336.97990251501,1879.64627661112,2457.33362590389,26268.4020007203,12610.5285940888,13657.8734066314,23222.8580516594,10871.8263916583,12351.0316600011,7676.92796127546,3517.64282196663,4159.28513930883,15102.3110084855,6565.68797030767,8536.62303817787,12254.1724687515,5351.94863353803,6902.22383521342,3677.43059271647,1935.61932982607,1741.81126289039,10035186,10146788,23.6273455862749
"North Dakota",12366.8963512523,6532.86383425714,5834.03251699512,1271.61138160894,773.616442157141,497.994939451796,3249.05692786407,1944.94176405689,1304.11516380717,6231.6092675418,3099.48667807382,3132.12258946798,1614.61877423745,714.81894996928,899.799824268169,15075.9412553595,8362.72106866094,6713.22018669855,14295.8504826019,7803.68244069051,6492.16804191138,5370.52329768047,2398.80555206881,2971.71774561166,11434.4606155899,6159.20246817338,5275.25814741654,11059.0815699591,5923.21972424637,5135.86184571274,3687.06521236465,1685.17576486288,2001.88944750177,24314.4146346297,12356.1938863821,11958.2207482476,22967.2253529501,11534.0860293195,11433.1393236306,7076.70760469587,3317.2355929628,3759.47201173307,14184.9940872185,6367.57021015149,7817.423877067,11803.1010722284,5233.24106311151,6569.86000911692,2813.42696889018,1422.76718175032,1390.65978713987,756835,757952,54.4449604548397
"Ohio",9367.82911636187,4748.40781071065,4619.42130565123,1287.51263454226,721.683330331777,565.82930421048,3061.29465605178,1724.631174769,1336.66348128278,4105.97418891193,1919.22682202378,2186.74736688815,913.047636855897,382.866483586082,530.181153269815,12807.8541398645,6407.30920656367,6400.54493330082,11781.2787320047,5840.61821149168,5940.66052051298,4104.93154296951,1850.54144345283,2254.39009951668,12070.6603740255,5993.00824034971,6077.65213367583,11039.242263524,5393.23693310435,5646.00533041967,3847.96671115864,1719.8918750307,2128.07483612794,27313.3771474413,13348.565155462,13964.8119919794,24915.3690320368,12110.2033676602,12805.1656643766,7068.61385822945,3418.37073215287,3650.24312607658,15851.2687105399,6884.56530711955,8966.7034034204,13299.3626072697,5805.34920453008,7494.01340273966,3204.24916997628,1712.17112491157,1492.07804506471,11605090,11614373,21.2610128272386
"Oklahoma",10041.8844790954,5218.89925152543,4822.98522756995,1695.59713918208,955.414501765106,740.182637416972,3255.27318067653,1857.16179549953,1398.111385177,4328.66852603794,2098.1651803469,2230.50334569104,762.345633198837,308.157773913898,454.187859284939,13716.3607439601,6942.13615450014,6774.22458945993,12188.7775393137,6087.9138990647,6100.86364024902,3477.90124107658,1547.9035495087,1929.99769156788,12268.5489687041,6178.89478821543,6089.65418048868,10770.0898855355,5353.38717627566,5416.70270925988,3266.40586331523,1458.33024092149,1808.07562239374,24734.8758027688,12102.2241308446,12632.6516719242,21744.9187621276,10479.8211809652,11265.0975811624,6047.65709494822,2851.16959707878,3196.48749786944,14742.0007196576,6551.23823582554,8190.76248383202,12449.2311283115,5616.80948064372,6832.42164766774,3331.33371585402,1824.48033405214,1506.85338180188,3907414,3923561,39.0036839833339
"Oregon",9028.49799509719,4570.08016132647,4458.41783377072,1369.21767296107,851.332071438049,517.88560152302,2725.81308014592,1478.99163004636,1246.82145009956,4057.16395577834,1867.87171206127,2189.29224371707,876.303286211864,371.884747780792,504.418538431072,13748.0824343282,6945.02903866538,6803.05339566281,12515.8958553747,6244.99022768282,6270.90562769186,4718.01907949891,2121.83269335796,2596.18638614095,13103.6760112845,6629.07484258196,6474.60116870255,11640.1640496999,5818.491818138,5821.67223156193,4826.67492248985,2226.58756050861,2600.08736198124,26437.1368924479,12939.2386984754,13497.8981939724,23833.1734016062,11595.4891798857,12237.6842217205,8067.81436523172,3921.07704700601,4146.73731822571,16393.4906876004,7490.34570596978,8903.14498163063,14746.3098507839,6789.71056747024,7956.59928331371,4791.19343522914,2569.92312841366,2221.27030681548,4024634,4093465,35.3205251134023
"Pennsylvania",9496.28765193985,4831.21980902921,4665.06784291064,1176.52540231697,680.133309318144,496.392092998822,3111.97613740691,1725.48199236017,1386.49414504674,4091.65828636613,1968.6670569135,2122.99122945263,1116.12782584985,456.937450437402,659.190375412448,12888.1595734302,6494.68601390379,6393.4735595264,11868.5381003485,5909.44084633531,5959.09725401316,4877.09257355277,2182.37253813037,2694.7200354224,11740.6681601113,5839.13856764403,5901.52959246724,10751.3236497084,5276.32946588717,5474.99418382127,4186.36662689151,1881.09604324735,2305.27058364415,27861.6693808834,13650.0164479033,14211.6529329801,25441.5370847061,12344.6751945606,13096.8618901455,7888.10641480737,3782.95521917613,4105.15119563124,17051.3552947239,7365.12719294954,9686.22810177437,14310.6843203326,6220.25462354939,8090.42969678322,3694.48519938861,2017.33846658011,1677.1467328085,12791904,12784227,19.9679652121321
"Rhode Island",10831.68262431,5366.39109062369,5465.29153368631,1052.85395038116,704.713022933724,348.140927447431,3090.25991680616,1633.18356168536,1457.0763551208,5278.66905012945,2471.18482541325,2807.48422471621,1409.89970699323,557.309680591356,852.590026401871,13548.6028417773,6796.37402934994,6752.22881242735,12337.6408076112,6110.60745144737,6227.0333561638,4914.61310885585,2287.02537971044,2627.58772914541,11716.6710717151,5796.28592838054,5920.38514333459,10558.001225835,5112.03506608046,5445.96615975453,4106.35776382688,1742.3150850648,2364.04267876208,27742.2374046402,13351.2756167778,14390.9617878623,24770.0138403781,11779.857465894,12990.1563744841,9373.75367916279,4414.9006211592,4958.85305800359,16154.8758202627,6905.0318916036,9249.84392865906,12966.6627826454,5661.10304308327,7305.55973956217,4229.03599540359,2307.10861144346,1921.92738396013,1055607,1056426,8.57450813718456
"South Carolina",9949.38745624469,5115.31136704534,4834.07608919935,1274.46610038257,713.915936679364,560.550163703202,3359.97094079186,1953.24294960769,1406.72799118417,4453.7567566132,2112.39032825219,2341.366428361,861.193658457059,335.762152506091,525.431505950968,12902.9707646878,6434.47765542202,6468.49310926581,11477.1410021259,5579.33118875941,5897.8098133665,3769.03486410367,1628.79885201418,2140.23601208948,12266.9941411701,5952.72485236476,6314.2692888053,10792.5008284244,5077.43469952199,5715.06612890243,3492.25326129548,1477.21046311274,2015.04279818274,26432.9699434138,12552.8056722659,13880.1642711479,23201.0319451078,10759.1391250449,12441.8928200629,7006.69317897195,3286.26057594599,3720.43260302597,16220.2436282824,7210.64289412062,9009.60073416177,13080.3822969277,5913.09123046869,7167.29106645905,3919.3770411826,2226.06119022627,1693.31585095633,4894834,4961119,22.4310953503299
"South Dakota",9987.07337172857,5173.91501994944,4813.15835177913,1418.89852072282,812.897254869049,606.001265853769,3012.2890389419,1678.13045287492,1334.15858606698,4589.12787803977,2342.64540125583,2246.48247678394,966.757934024075,340.241910949635,626.516023074439,13045.8702977787,6671.14261369663,6374.72768408206,11997.9858238365,6089.73574428355,5908.25007955296,4083.60229811905,1859.26643424379,2224.33586387526,11463.5530860139,5944.38402693028,5519.16905908367,10568.2471189005,5397.9454936888,5170.3016252117,3628.08143892372,1599.5682576094,2028.51318131432,25448.0900877589,12742.5782620504,12705.5118257085,23810.9891493253,11729.1958797975,12081.7932695278,6712.17212813797,3007.04378851617,3705.12833962181,15678.9860114999,7144.03107985719,8534.95493164273,13426.3257953257,6098.94407280874,7327.38172251693,3629.71329461173,2000.07226789475,1629.64102671697,857919,865454,59.6411440315334
"Tennessee",9598.28089405154,4853.6661402117,4744.61475383985,1004.51004510045,592.929006213139,411.581038887312,3489.82631838153,1915.44999769524,1574.37632068628,4226.74197156173,2000.36208941971,2226.37988214202,877.202559007839,344.925046883605,532.277512124234,13128.0310584171,6464.64563758064,6663.38542083646,11787.7391791669,5715.0841478829,6072.65503128404,4007.91138088896,1752.97980790459,2254.93157298437,12754.4026919559,6307.80087386673,6446.60181808919,11289.8510641911,5456.89073754643,5832.96032664469,3762.59125017286,1672.57108961622,2090.02016055663,26546.3401675437,12800.48266459,13745.8575029537,23211.4026021917,10961.1199662292,12250.2826359625,6525.75201787521,3017.74541414053,3508.00660373468,15402.1436664071,6797.86494610508,8604.278720302,12083.2484212416,5341.56192153637,6741.68649970523,3157.42580502728,1748.30964285974,1409.11616216754,6595056,6651194,23.0873333920697
"Texas",10162.2518619366,5230.83442694962,4931.41743498702,1624.8008222055,939.571242625541,685.229579579957,3267.97957494081,1819.12346713714,1448.85610780368,4464.14187222807,2141.09999770686,2323.04187452121,805.329592562264,331.039719480085,474.289873082179,14502.0647191164,7361.97804134425,7140.08667777217,12569.2284903932,6257.25697665945,6311.97151373374,4268.72916555701,1903.00718139236,2365.72198416465,13581.7864755712,6772.74680866197,6809.03966690921,11199.3526418631,5481.80747110817,5717.54517075489,4170.2189372598,1910.07253139569,2260.14640586411,23872.1880371812,11705.7537651152,12166.4342720661,19619.2848181487,9502.53118533569,10116.753632813,6691.14894293724,3307.18898633701,3383.95995660023,11744.6204815164,5206.4520426244,6538.16843889196,9116.35767426615,4124.78997627348,4991.56769799267,2935.6675091495,1633.18955820016,1302.47795094934,27429639,27862596,22.7174333169338
"Utah",11423.5720075222,5783.32606619604,5640.24594132611,1450.86389766444,850.522565130046,600.341332534394,3540.48910063157,2026.12691899237,1514.3621816392,5651.24696050868,2661.37726072616,2989.86969978252,780.972048717462,245.299321347461,535.672727370001,14729.5287417509,7471.46422562187,7258.06451612903,13592.110296419,6801.17112369559,6790.93917272336,4615.41239443703,2271.92780656396,2343.48458787306,13450.5348702214,6855.07277391535,6595.46209630607,12278.5417931728,6260.81711156705,6017.72468160576,4505.50251585618,2418.71952149245,2086.78299436373,19773.245253846,9812.50785787085,9960.73739597517,18071.1301156411,8911.9289835727,9159.20113206841,6352.36966634477,3432.18423396794,2920.18543237684,10293.543304559,4768.18946630679,5525.35383825225,9364.10765349933,4370.44745057232,4993.66020292701,3075.03564463966,1816.23817306844,1258.79747157123,2990632,3051217,30.3294281156229
"Vermont",10737.7876592428,5565.1921135687,5172.59554567409,897.477670870549,536.346328311675,361.131342558873,2829.47445087592,1511.60859176346,1317.86585911246,5452.26869066329,2783.79397145449,2668.4747192088,1558.56684683303,733.443222039074,825.123624793959,11297.6131150893,5710.69881550197,5586.91429958728,10343.9133157,5112.859534123,5231.05378157703,4395.2287857298,1892.22601295665,2503.00277277316,11156.7383498805,5486.44918925135,5670.28916062918,10532.0657798904,5037.15132697001,5494.91445292036,4293.96506561378,1886.95518840802,2407.00987720576,30025.4916241806,14625.5797907003,15399.9118334803,28039.8282669529,13394.1235097942,14645.7047571587,10771.1695480508,4693.11023370517,6078.05931434559,17582.8318063914,8032.73661210565,9550.09519428579,15321.967518943,6895.03711938258,8426.93039956044,6426.09345651091,3163.13361699953,3262.95983951138,626088,624594,49.6856091050079
"Virginia",9893.66468493247,5102.8689632985,4790.79572163397,1007.10037433731,585.99928509856,421.101089238749,3020.21359323781,1729.68622853877,1290.52736469905,4686.22555104596,2321.85216598286,2364.3733850631,1180.12516631139,465.331283678317,714.79388263307,14016.0478761679,7069.55302645793,6946.49484970996,12940.7318979773,6448.84839560079,6491.88350237649,5550.82367234425,2492.41507736938,3058.40859497487,13096.9896100274,6525.33400608802,6571.65560393934,11938.1250532561,5848.71122343873,6089.41382981737,5551.03878812374,2584.06635031103,2966.97243781272,26640.4998239038,12916.8062429467,13723.6935809571,23960.0735552555,11404.064278029,12556.0092772265,9839.75428041561,4781.71305538861,5058.041225027,14190.9967592808,6267.39823559647,7923.59852368431,11579.407540071,5158.47639229804,6420.93114777295,4179.65179208773,2280.00019599438,1899.65159609335,8367587,8411808,20.3880069540341
"Washington",9344.13270970869,4870.87813482415,4473.25457488454,1293.96993697183,737.805312354667,556.164624617159,2932.78624189802,1662.60025781079,1270.18598408724,4145.02764552832,2033.67461373771,2111.35303179061,972.348885310511,436.797950920982,535.550934389529,14669.2941207689,7544.52682782401,7124.76729294484,13384.499789813,6805.53441271233,6578.96537710065,5217.83335591156,2442.3731441045,2775.46021180706,12943.1768825006,6558.51927785048,6384.65760465009,11694.3168502952,5859.41351537438,5834.90333492079,4820.41928469378,2283.51086338682,2536.90842130696,26193.8413108966,12976.5554188448,13217.2858920519,23955.6498409981,11754.1468292485,12201.5030117495,8686.29622543221,4287.41014679573,4398.88607863648,14477.4303834063,6614.32707334479,7863.10331006146,12989.3202649613,6027.71675448899,6961.60351047234,4611.00039244221,2569.01605940542,2041.98433303679,7160290,7288000,16.4962952799122
"West Virginia",8926.08740758685,4667.81781947614,4258.26958811072,1031.85513942293,590.694564469355,441.160574953573,3323.85868304715,2034.05333795388,1289.80534509327,3858.66132045085,1791.31181992045,2067.3495005304,711.712264665928,251.758097132456,459.954167533471,11834.2057507307,5896.4625135724,5937.7432371583,10729.294593909,5345.41917044213,5383.8754234669,3099.09600647021,1382.52402293687,1716.57198353334,12516.9671921449,6314.32120639656,6202.64598574837,11451.8158901455,5673.60092295007,5778.2149671954,2688.5700737567,1120.7716453573,1567.7984283994,28009.4054869686,13849.5741295878,14159.8313573808,24464.5319825122,11817.6391445548,12646.8928379574,5181.59987789596,2420.29968718989,2761.30019070608,18270.0335079979,8208.7805185402,10061.2529894577,14093.0760820031,6230.1845737195,7862.89150828357,2849.67352922485,1559.1620664913,1290.51146273356,1841053,1831102,48.8594664123936
"Wisconsin",9714.13988232441,4923.79276931551,4790.3471130089,1078.48778695714,612.788972607145,465.698814349994,3053.88919450801,1737.56750951084,1316.32168499717,4500.44912429864,2131.3336191686,2369.11550513004,1081.31377656062,442.102668028921,639.211108531697,12577.4914955917,6410.8007588909,6166.69073670081,11735.086533362,5898.65515835858,5836.43137500345,4222.94734765272,1856.25907285696,2366.68827479576,12078.8516981337,6122.28975894309,5956.5619391906,11084.5194543378,5549.9488461207,5534.57060821711,4049.34836667336,1801.95846280729,2247.38990386608,27671.8648115923,13776.6473048815,13895.2175067109,25673.0753060347,12639.1258087228,13033.9494973119,7569.43915895775,3562.18590122455,4007.2532577332,15616.8519828131,7002.47282758984,8614.37915522329,13634.9317280788,6118.99566063228,7515.93606744649,3445.34943534821,1822.76329424394,1622.58614110426,5767891,5778708,27.2191754050675
"Wyoming",9864.37759459897,5175.13276674822,4689.24482785076,1526.37007612244,861.300304319288,665.069771803156,3368.31158203408,2049.08320617845,1319.22837585563,4512.10883889831,2089.82959824739,2422.27924065092,457.587097544135,174.919658003086,282.667439541049,14054.9479588444,7087.65588904706,6967.29206979738,12883.020347623,6525.73074988705,6357.28959773593,3747.4746613702,1834.61056507915,1912.86409629106,12298.9318989694,6409.45861854387,5889.47328042554,11641.3635549948,6009.32563868691,5632.03791630793,3466.85306578241,1566.26403321087,1900.58903257154,25849.2383493449,12874.6664848139,12974.571864531,23797.768325221,11874.2487916734,11923.5195335476,6282.78678043832,3010.80035120321,3271.98642923511,14073.1900674276,6692.46703207713,7380.72303535048,12767.089190272,6069.67803530786,6697.41115496416,3898.35565292257,2206.10172959058,1692.253923332,586555,585501,104.725127141827
