GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC05_EST_VC01,HC05_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC05_EST_VC02,HC05_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC05_EST_VC03,HC05_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC05_EST_VC04,HC05_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC05_EST_VC05,HC05_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC05_EST_VC06,HC05_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC05_EST_VC07,HC05_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC05_EST_VC08,HC05_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC05_EST_VC09,HC05_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC05_EST_VC10,HC05_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC05_EST_VC11,HC05_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC04_EST_VC12,HC04_MOE_VC12,HC05_EST_VC12,HC05_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC05_EST_VC13,HC05_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC04_EST_VC14,HC04_MOE_VC14,HC05_EST_VC14,HC05_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC05_EST_VC15,HC05_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC04_EST_VC16,HC04_MOE_VC16,HC05_EST_VC16,HC05_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17,HC05_EST_VC17,HC05_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC05_EST_VC18,HC05_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC05_EST_VC19,HC05_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20,HC05_EST_VC20,HC05_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC04_EST_VC21,HC04_MOE_VC21,HC05_EST_VC21,HC05_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC04_EST_VC22,HC04_MOE_VC22,HC05_EST_VC22,HC05_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC04_EST_VC23,HC04_MOE_VC23,HC05_EST_VC23,HC05_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC04_EST_VC24,HC04_MOE_VC24,HC05_EST_VC24,HC05_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC04_EST_VC25,HC04_MOE_VC25,HC05_EST_VC25,HC05_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC04_EST_VC26,HC04_MOE_VC26,HC05_EST_VC26,HC05_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC04_EST_VC27,HC04_MOE_VC27,HC05_EST_VC27,HC05_MOE_VC27
Id,Id2,Geography,"Total; Estimate; Full-time, year-round civilian employed population 16 years and over","Total; Margin of Error; Full-time, year-round civilian employed population 16 years and over","Male; Estimate; Full-time, year-round civilian employed population 16 years and over","Male; Margin of Error; Full-time, year-round civilian employed population 16 years and over","Percent Male; Estimate; Full-time, year-round civilian employed population 16 years and over","Percent Male; Margin of Error; Full-time, year-round civilian employed population 16 years and over","Female; Estimate; Full-time, year-round civilian employed population 16 years and over","Female; Margin of Error; Full-time, year-round civilian employed population 16 years and over","Percent Female; Estimate; Full-time, year-round civilian employed population 16 years and over","Percent Female; Margin of Error; Full-time, year-round civilian employed population 16 years and over","Total; Estimate; Agriculture, forestry, fishing and hunting, and mining:","Total; Margin of Error; Agriculture, forestry, fishing and hunting, and mining:","Male; Estimate; Agriculture, forestry, fishing and hunting, and mining:","Male; Margin of Error; Agriculture, forestry, fishing and hunting, and mining:","Percent Male; Estimate; Agriculture, forestry, fishing and hunting, and mining:","Percent Male; Margin of Error; Agriculture, forestry, fishing and hunting, and mining:","Female; Estimate; Agriculture, forestry, fishing and hunting, and mining:","Female; Margin of Error; Agriculture, forestry, fishing and hunting, and mining:","Percent Female; Estimate; Agriculture, forestry, fishing and hunting, and mining:","Percent Female; Margin of Error; Agriculture, forestry, fishing and hunting, and mining:","Total; Estimate; Agriculture, forestry, fishing and hunting, and mining: - Agriculture, forestry, fishing and hunting","Total; Margin of Error; Agriculture, forestry, fishing and hunting, and mining: - Agriculture, forestry, fishing and hunting","Male; Estimate; Agriculture, forestry, fishing and hunting, and mining: - Agriculture, forestry, fishing and hunting","Male; Margin of Error; Agriculture, forestry, fishing and hunting, and mining: - Agriculture, forestry, fishing and hunting","Percent Male; Estimate; Agriculture, forestry, fishing and hunting, and mining: - Agriculture, forestry, fishing and hunting","Percent Male; Margin of Error; Agriculture, forestry, fishing and hunting, and mining: - Agriculture, forestry, fishing and hunting","Female; Estimate; Agriculture, forestry, fishing and hunting, and mining: - Agriculture, forestry, fishing and hunting","Female; Margin of Error; Agriculture, forestry, fishing and hunting, and mining: - Agriculture, forestry, fishing and hunting","Percent Female; Estimate; Agriculture, forestry, fishing and hunting, and mining: - Agriculture, forestry, fishing and hunting","Percent Female; Margin of Error; Agriculture, forestry, fishing and hunting, and mining: - Agriculture, forestry, fishing and hunting","Total; Estimate; Agriculture, forestry, fishing and hunting, and mining: - Mining, quarrying, and oil and gas extraction","Total; Margin of Error; Agriculture, forestry, fishing and hunting, and mining: - Mining, quarrying, and oil and gas extraction","Male; Estimate; Agriculture, forestry, fishing and hunting, and mining: - Mining, quarrying, and oil and gas extraction","Male; Margin of Error; Agriculture, forestry, fishing and hunting, and mining: - Mining, quarrying, and oil and gas extraction","Percent Male; Estimate; Agriculture, forestry, fishing and hunting, and mining: - Mining, quarrying, and oil and gas extraction","Percent Male; Margin of Error; Agriculture, forestry, fishing and hunting, and mining: - Mining, quarrying, and oil and gas extraction","Female; Estimate; Agriculture, forestry, fishing and hunting, and mining: - Mining, quarrying, and oil and gas extraction","Female; Margin of Error; Agriculture, forestry, fishing and hunting, and mining: - Mining, quarrying, and oil and gas extraction","Percent Female; Estimate; Agriculture, forestry, fishing and hunting, and mining: - Mining, quarrying, and oil and gas extraction","Percent Female; Margin of Error; Agriculture, forestry, fishing and hunting, and mining: - Mining, quarrying, and oil and gas extraction",Total; Estimate; Construction,Total; Margin of Error; Construction,Male; Estimate; Construction,Male; Margin of Error; Construction,Percent Male; Estimate; Construction,Percent Male; Margin of Error; Construction,Female; Estimate; Construction,Female; Margin of Error; Construction,Percent Female; Estimate; Construction,Percent Female; Margin of Error; Construction,Total; Estimate; Manufacturing,Total; Margin of Error; Manufacturing,Male; Estimate; Manufacturing,Male; Margin of Error; Manufacturing,Percent Male; Estimate; Manufacturing,Percent Male; Margin of Error; Manufacturing,Female; Estimate; Manufacturing,Female; Margin of Error; Manufacturing,Percent Female; Estimate; Manufacturing,Percent Female; Margin of Error; Manufacturing,Total; Estimate; Wholesale trade,Total; Margin of Error; Wholesale trade,Male; Estimate; Wholesale trade,Male; Margin of Error; Wholesale trade,Percent Male; Estimate; Wholesale trade,Percent Male; Margin of Error; Wholesale trade,Female; Estimate; Wholesale trade,Female; Margin of Error; Wholesale trade,Percent Female; Estimate; Wholesale trade,Percent Female; Margin of Error; Wholesale trade,Total; Estimate; Retail trade,Total; Margin of Error; Retail trade,Male; Estimate; Retail trade,Male; Margin of Error; Retail trade,Percent Male; Estimate; Retail trade,Percent Male; Margin of Error; Retail trade,Female; Estimate; Retail trade,Female; Margin of Error; Retail trade,Percent Female; Estimate; Retail trade,Percent Female; Margin of Error; Retail trade,"Total; Estimate; Transportation and warehousing, and utilities:","Total; Margin of Error; Transportation and warehousing, and utilities:","Male; Estimate; Transportation and warehousing, and utilities:","Male; Margin of Error; Transportation and warehousing, and utilities:","Percent Male; Estimate; Transportation and warehousing, and utilities:","Percent Male; Margin of Error; Transportation and warehousing, and utilities:","Female; Estimate; Transportation and warehousing, and utilities:","Female; Margin of Error; Transportation and warehousing, and utilities:","Percent Female; Estimate; Transportation and warehousing, and utilities:","Percent Female; Margin of Error; Transportation and warehousing, and utilities:","Total; Estimate; Transportation and warehousing, and utilities: - Transportation and warehousing","Total; Margin of Error; Transportation and warehousing, and utilities: - Transportation and warehousing","Male; Estimate; Transportation and warehousing, and utilities: - Transportation and warehousing","Male; Margin of Error; Transportation and warehousing, and utilities: - Transportation and warehousing","Percent Male; Estimate; Transportation and warehousing, and utilities: - Transportation and warehousing","Percent Male; Margin of Error; Transportation and warehousing, and utilities: - Transportation and warehousing","Female; Estimate; Transportation and warehousing, and utilities: - Transportation and warehousing","Female; Margin of Error; Transportation and warehousing, and utilities: - Transportation and warehousing","Percent Female; Estimate; Transportation and warehousing, and utilities: - Transportation and warehousing","Percent Female; Margin of Error; Transportation and warehousing, and utilities: - Transportation and warehousing","Total; Estimate; Transportation and warehousing, and utilities: - Utilities","Total; Margin of Error; Transportation and warehousing, and utilities: - Utilities","Male; Estimate; Transportation and warehousing, and utilities: - Utilities","Male; Margin of Error; Transportation and warehousing, and utilities: - Utilities","Percent Male; Estimate; Transportation and warehousing, and utilities: - Utilities","Percent Male; Margin of Error; Transportation and warehousing, and utilities: - Utilities","Female; Estimate; Transportation and warehousing, and utilities: - Utilities","Female; Margin of Error; Transportation and warehousing, and utilities: - Utilities","Percent Female; Estimate; Transportation and warehousing, and utilities: - Utilities","Percent Female; Margin of Error; Transportation and warehousing, and utilities: - Utilities",Total; Estimate; Information,Total; Margin of Error; Information,Male; Estimate; Information,Male; Margin of Error; Information,Percent Male; Estimate; Information,Percent Male; Margin of Error; Information,Female; Estimate; Information,Female; Margin of Error; Information,Percent Female; Estimate; Information,Percent Female; Margin of Error; Information,"Total; Estimate; Finance and insurance, and real estate and rental and leasing:","Total; Margin of Error; Finance and insurance, and real estate and rental and leasing:","Male; Estimate; Finance and insurance, and real estate and rental and leasing:","Male; Margin of Error; Finance and insurance, and real estate and rental and leasing:","Percent Male; Estimate; Finance and insurance, and real estate and rental and leasing:","Percent Male; Margin of Error; Finance and insurance, and real estate and rental and leasing:","Female; Estimate; Finance and insurance, and real estate and rental and leasing:","Female; Margin of Error; Finance and insurance, and real estate and rental and leasing:","Percent Female; Estimate; Finance and insurance, and real estate and rental and leasing:","Percent Female; Margin of Error; Finance and insurance, and real estate and rental and leasing:","Total; Estimate; Finance and insurance, and real estate and rental and leasing: - Finance and insurance","Total; Margin of Error; Finance and insurance, and real estate and rental and leasing: - Finance and insurance","Male; Estimate; Finance and insurance, and real estate and rental and leasing: - Finance and insurance","Male; Margin of Error; Finance and insurance, and real estate and rental and leasing: - Finance and insurance","Percent Male; Estimate; Finance and insurance, and real estate and rental and leasing: - Finance and insurance","Percent Male; Margin of Error; Finance and insurance, and real estate and rental and leasing: - Finance and insurance","Female; Estimate; Finance and insurance, and real estate and rental and leasing: - Finance and insurance","Female; Margin of Error; Finance and insurance, and real estate and rental and leasing: - Finance and insurance","Percent Female; Estimate; Finance and insurance, and real estate and rental and leasing: - Finance and insurance","Percent Female; Margin of Error; Finance and insurance, and real estate and rental and leasing: - Finance and insurance","Total; Estimate; Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing","Total; Margin of Error; Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing","Male; Estimate; Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing","Male; Margin of Error; Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing","Percent Male; Estimate; Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing","Percent Male; Margin of Error; Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing","Female; Estimate; Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing","Female; Margin of Error; Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing","Percent Female; Estimate; Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing","Percent Female; Margin of Error; Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing","Total; Estimate; Professional, scientific, and management, and administrative and waste management services:","Total; Margin of Error; Professional, scientific, and management, and administrative and waste management services:","Male; Estimate; Professional, scientific, and management, and administrative and waste management services:","Male; Margin of Error; Professional, scientific, and management, and administrative and waste management services:","Percent Male; Estimate; Professional, scientific, and management, and administrative and waste management services:","Percent Male; Margin of Error; Professional, scientific, and management, and administrative and waste management services:","Female; Estimate; Professional, scientific, and management, and administrative and waste management services:","Female; Margin of Error; Professional, scientific, and management, and administrative and waste management services:","Percent Female; Estimate; Professional, scientific, and management, and administrative and waste management services:","Percent Female; Margin of Error; Professional, scientific, and management, and administrative and waste management services:","Total; Estimate; Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services","Total; Margin of Error; Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services","Male; Estimate; Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services","Male; Margin of Error; Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services","Percent Male; Estimate; Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services","Percent Male; Margin of Error; Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services","Female; Estimate; Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services","Female; Margin of Error; Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services","Percent Female; Estimate; Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services","Percent Female; Margin of Error; Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services","Total; Estimate; Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises","Total; Margin of Error; Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises","Male; Estimate; Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises","Male; Margin of Error; Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises","Percent Male; Estimate; Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises","Percent Male; Margin of Error; Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises","Female; Estimate; Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises","Female; Margin of Error; Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises","Percent Female; Estimate; Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises","Percent Female; Margin of Error; Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises","Total; Estimate; Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services","Total; Margin of Error; Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services","Male; Estimate; Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services","Male; Margin of Error; Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services","Percent Male; Estimate; Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services","Percent Male; Margin of Error; Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services","Female; Estimate; Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services","Female; Margin of Error; Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services","Percent Female; Estimate; Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services","Percent Female; Margin of Error; Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services","Total; Estimate; Educational services, and health care and social assistance:","Total; Margin of Error; Educational services, and health care and social assistance:","Male; Estimate; Educational services, and health care and social assistance:","Male; Margin of Error; Educational services, and health care and social assistance:","Percent Male; Estimate; Educational services, and health care and social assistance:","Percent Male; Margin of Error; Educational services, and health care and social assistance:","Female; Estimate; Educational services, and health care and social assistance:","Female; Margin of Error; Educational services, and health care and social assistance:","Percent Female; Estimate; Educational services, and health care and social assistance:","Percent Female; Margin of Error; Educational services, and health care and social assistance:","Total; Estimate; Educational services, and health care and social assistance: - Educational services","Total; Margin of Error; Educational services, and health care and social assistance: - Educational services","Male; Estimate; Educational services, and health care and social assistance: - Educational services","Male; Margin of Error; Educational services, and health care and social assistance: - Educational services","Percent Male; Estimate; Educational services, and health care and social assistance: - Educational services","Percent Male; Margin of Error; Educational services, and health care and social assistance: - Educational services","Female; Estimate; Educational services, and health care and social assistance: - Educational services","Female; Margin of Error; Educational services, and health care and social assistance: - Educational services","Percent Female; Estimate; Educational services, and health care and social assistance: - Educational services","Percent Female; Margin of Error; Educational services, and health care and social assistance: - Educational services","Total; Estimate; Educational services, and health care and social assistance: - Health care and social assistance","Total; Margin of Error; Educational services, and health care and social assistance: - Health care and social assistance","Male; Estimate; Educational services, and health care and social assistance: - Health care and social assistance","Male; Margin of Error; Educational services, and health care and social assistance: - Health care and social assistance","Percent Male; Estimate; Educational services, and health care and social assistance: - Health care and social assistance","Percent Male; Margin of Error; Educational services, and health care and social assistance: - Health care and social assistance","Female; Estimate; Educational services, and health care and social assistance: - Health care and social assistance","Female; Margin of Error; Educational services, and health care and social assistance: - Health care and social assistance","Percent Female; Estimate; Educational services, and health care and social assistance: - Health care and social assistance","Percent Female; Margin of Error; Educational services, and health care and social assistance: - Health care and social assistance","Total; Estimate; Arts, entertainment, and recreation, and accommodation and food services:","Total; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services:","Male; Estimate; Arts, entertainment, and recreation, and accommodation and food services:","Male; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services:","Percent Male; Estimate; Arts, entertainment, and recreation, and accommodation and food services:","Percent Male; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services:","Female; Estimate; Arts, entertainment, and recreation, and accommodation and food services:","Female; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services:","Percent Female; Estimate; Arts, entertainment, and recreation, and accommodation and food services:","Percent Female; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services:","Total; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation","Total; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation","Male; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation","Male; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation","Percent Male; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation","Percent Male; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation","Female; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation","Female; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation","Percent Female; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation","Percent Female; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation","Total; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services","Total; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services","Male; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services","Male; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services","Percent Male; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services","Percent Male; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services","Female; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services","Female; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services","Percent Female; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services","Percent Female; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services","Total; Estimate; Other services, except public administration","Total; Margin of Error; Other services, except public administration","Male; Estimate; Other services, except public administration","Male; Margin of Error; Other services, except public administration","Percent Male; Estimate; Other services, except public administration","Percent Male; Margin of Error; Other services, except public administration","Female; Estimate; Other services, except public administration","Female; Margin of Error; Other services, except public administration","Percent Female; Estimate; Other services, except public administration","Percent Female; Margin of Error; Other services, except public administration",Total; Estimate; Public administration,Total; Margin of Error; Public administration,Male; Estimate; Public administration,Male; Margin of Error; Public administration,Percent Male; Estimate; Public administration,Percent Male; Margin of Error; Public administration,Female; Estimate; Public administration,Female; Margin of Error; Public administration,Percent Female; Estimate; Public administration,Percent Female; Margin of Error; Public administration
0400000US01,01,Alabama,1462180,14418,827353,10388,56.6,0.6,634827,11124,43.4,0.6,26366,2527,22903,2335,86.9,3.9,3463,1114,13.1,3.9,17628,2316,14946,2033,84.8,5.5,2682,1090,15.2,5.5,8738,1320,7957,1274,91.1,4.5,781,405,8.9,4.5,95903,5329,87431,4717,91.2,1.5,8472,1588,8.8,1.5,250937,8778,189862,7409,75.7,1.3,61075,3925,24.3,1.3,42407,3653,32448,3044,76.5,3.5,9959,1768,23.5,3.5,143172,6143,76803,4315,53.6,1.8,66369,3701,46.4,1.8,89328,5526,73293,4570,82.0,1.9,16035,2079,18.0,1.9,61010,4604,50483,3919,82.7,2.1,10527,1542,17.3,2.1,28318,2904,22810,2477,80.5,3.1,5508,1061,19.5,3.1,24404,2008,14469,1647,59.3,4.7,9935,1414,40.7,4.7,91773,4451,37966,3371,41.4,3.3,53807,4236,58.6,3.3,69864,4167,25880,2599,37.0,3.3,43984,3754,63.0,3.3,21909,2635,12086,2082,55.2,6.1,9823,1662,44.8,6.1,138664,6329,82296,4710,59.3,2.2,56368,4088,40.7,2.2,90779,4705,52209,3707,57.5,2.8,38570,3188,42.5,2.8,718,458,142,157,19.8,20.5,576,421,80.2,20.5,47167,4040,29945,3180,63.5,3.9,17222,2346,36.5,3.9,320619,9665,78154,5111,24.4,1.3,242465,7762,75.6,1.3,116671,5447,37881,3195,32.5,2.1,78790,4214,67.5,2.1,203948,7309,40273,3633,19.7,1.5,163675,6198,80.3,1.5,77351,5372,37013,3517,47.9,3.1,40338,3657,52.1,3.1,12343,2092,7763,1634,62.9,6.6,4580,1051,37.1,6.6,65008,5018,29250,3088,45.0,3.2,35758,3431,55.0,3.2,64476,3631,37073,3048,57.5,3.4,27403,2653,42.5,3.4,96780,4988,57642,3681,59.6,2.5,39138,3239,40.4,2.5
0400000US02,02,Alaska,225583,5428,129431,3675,57.4,1.0,96152,3484,42.6,1.0,12000,1554,9713,1518,80.9,5.4,2287,664,19.1,5.4,2533,669,1906,534,75.2,9.1,627,293,24.8,9.1,9467,1463,7807,1373,82.5,6.2,1660,621,17.5,6.2,15615,2057,14138,1844,90.5,3.5,1477,607,9.5,3.5,8290,1588,5936,1268,71.6,6.2,2354,668,28.4,6.2,5886,1069,5085,963,86.4,6.8,801,442,13.6,6.8,23805,3058,14174,2287,59.5,4.6,9631,1484,40.5,4.6,17570,1941,14099,1712,80.2,3.6,3471,721,19.8,3.6,15055,1711,12067,1535,80.2,3.9,2988,649,19.8,3.9,2515,623,2032,614,80.8,10.8,483,267,19.2,10.8,5321,1466,2965,763,55.7,9.5,2356,971,44.3,9.5,9044,1452,4100,884,45.3,7.3,4944,1076,54.7,7.3,5325,1170,1624,609,30.5,9.2,3701,943,69.5,9.2,3719,874,2476,648,66.6,8.9,1243,456,33.4,8.9,18794,2214,10547,1553,56.1,4.6,8247,1261,43.9,4.6,11687,1654,6366,980,54.5,4.9,5321,1017,45.5,4.9,207,193,116,148,56.0,49.1,91,125,44.0,49.1,6900,1472,4065,1091,58.9,8.8,2835,819,41.1,8.8,49294,3119,15818,1701,32.1,2.8,33476,2516,67.9,2.8,15545,2138,6598,1422,42.4,6.3,8947,1468,57.6,6.3,33749,2275,9220,1328,27.3,3.3,24529,1904,72.7,3.3,15286,2228,7760,1682,50.8,7.3,7526,1472,49.2,7.3,2862,759,1205,375,42.1,10.6,1657,595,57.9,10.6,12424,1979,6555,1623,52.8,9.4,5869,1441,47.2,9.4,10629,1555,5267,1079,49.6,7.4,5362,1139,50.4,7.4,34049,2453,19829,1985,58.2,3.5,14220,1443,41.8,3.5
