GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC05_EST_VC01,HC05_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC05_EST_VC02,HC05_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC05_EST_VC03,HC05_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC05_EST_VC04,HC05_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC05_EST_VC05,HC05_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC05_EST_VC06,HC05_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC05_EST_VC07,HC05_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC05_EST_VC08,HC05_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC05_EST_VC09,HC05_MOE_VC09
0400000US12,12,Florida,8990221,32668,4663492,20803,51.9,0.2,4326729,22205,48.1,0.2,6858211,36995,3695384,23779,53.9,0.2,3162827,23647,46.1,0.2,6332977,39164,3330994,25484,52.6,0.2,3001983,24464,47.4,0.2,525234,11962,364390,9235,69.4,1.0,160844,6935,30.6,1.0,548928,13849,188389,8712,34.3,1.2,360539,10312,65.7,1.2,610017,15551,259010,8694,42.5,1.1,351007,11806,57.5,1.1,251290,7170,98565,4550,39.2,1.6,152725,6308,60.8,1.6,169215,7152,102786,5493,60.7,1.9,66429,4105,39.3,1.9,552560,14327,319358,11029,57.8,1.1,233202,8185,42.2,1.1
0400000US13,13,Georgia,4605633,20662,2379783,14266,51.7,0.2,2225850,15960,48.3,0.2,3389014,24039,1856172,15401,54.8,0.3,1532842,16861,45.2,0.3,3211140,23640,1729834,15327,53.9,0.3,1481306,16072,46.1,0.3,177874,7595,126338,6172,71.0,1.7,51536,3726,29.0,1.7,281030,10300,96422,5550,34.3,1.4,184608,7643,65.7,1.4,319712,9424,118378,6056,37.0,1.4,201334,6785,63.0,1.4,222212,9398,77944,4814,35.1,1.7,144268,7286,64.9,1.7,136911,8622,76236,6039,55.7,2.3,60675,4644,44.3,2.3,256754,9041,154631,6087,60.2,1.4,102123,5383,39.8,1.4
0400000US15,15,Hawaii,675214,7765,354372,5060,52.5,0.5,320842,5382,47.5,0.5,439563,8139,236194,5295,53.7,0.9,203369,5727,46.3,0.9,416124,8093,221446,4963,53.2,0.9,194678,5802,46.8,0.9,23439,2520,14748,1702,62.9,4.1,8691,1459,37.1,4.1,51886,3424,19423,1946,37.4,3.2,32463,2895,62.6,3.2,24307,2573,15314,1741,63.0,4.2,8993,1525,37.0,4.2,62348,4248,21758,2347,34.9,2.9,40590,3282,65.1,2.9,47764,3957,32916,3410,68.9,2.9,14848,1564,31.1,2.9,49346,3420,28767,2875,58.3,3.0,20579,1662,41.7,3.0
0400000US16,16,Idaho,744228,7744,399344,5219,53.7,0.5,344884,5691,46.3,0.5,519839,10945,293052,6852,56.4,0.8,226787,6608,43.6,0.8,490456,10595,272887,6482,55.6,0.7,217569,6367,44.4,0.7,29383,3378,20165,2522,68.6,4.0,9218,1637,31.4,4.0,55706,4574,20582,2525,36.9,3.1,35124,3255,63.1,3.1,50458,3775,23327,2195,46.2,3.1,27131,2738,53.8,3.1,39669,3119,18171,2117,45.8,4.1,21498,2370,54.2,4.1,19575,2870,12299,2210,62.8,5.1,7276,1322,37.2,5.1,58981,4173,31913,2794,54.1,3.0,27068,2633,45.9,3.0
0400000US17,17,Illinois,6196524,22814,3246265,13623,52.4,0.2,2950259,16223,47.6,0.2,4642185,24740,2578145,15610,55.5,0.2,2064040,17408,44.5,0.2,4423355,24906,2424548,16038,54.8,0.3,1998807,17490,45.2,0.3,218830,7290,153597,5438,70.2,1.3,65233,3880,29.8,1.3,541226,11169,183604,6546,33.9,1.0,357622,9700,66.1,1.0,400068,9227,174935,5365,43.7,1.0,225133,7133,56.3,1.0,224011,7684,91513,4212,40.9,1.3,132498,5431,59.1,1.3,98568,4797,50775,3335,51.5,2.6,47793,3657,48.5,2.6,290466,8606,167293,5458,57.6,1.2,123173,5513,42.4,1.2
0400000US18,18,Indiana,3119966,16839,1642149,10262,52.6,0.3,1477817,12935,47.4,0.3,2383607,19240,1330255,11351,55.8,0.4,1053352,14164,44.2,0.4,2289963,19478,1264645,11958,55.2,0.4,1025318,14372,44.8,0.4,93644,5398,65610,4180,70.1,1.9,28034,2409,29.9,1.9,269685,8942,86200,4648,32.0,1.2,183485,6624,68.0,1.2,171130,5863,71915,3508,42.0,1.6,99215,4602,58.0,1.6,110391,5869,47202,3305,42.8,2.1,63189,4176,57.2,2.1,42907,3371,21665,2330,50.5,3.6,21242,2245,49.5,3.6,142246,5283,84912,3878,59.7,1.9,57334,3590,40.3,1.9
0400000US19,19,Iowa,1599893,10927,839299,7370,52.5,0.3,760594,8036,47.5,0.3,1148843,10458,644906,7645,56.1,0.5,503937,7792,43.9,0.5,1097983,11304,608670,7539,55.4,0.5,489313,8140,44.6,0.5,50860,3440,36236,2626,71.2,2.6,14624,1736,28.8,2.6,139749,4839,41371,2485,29.6,1.4,98378,3791,70.4,1.4,97279,4561,41309,2529,42.5,2.0,55970,3460,57.5,2.0,88605,4609,36708,2986,41.4,2.4,51897,3223,58.6,2.4,22383,1815,12128,1243,54.2,3.7,10255,1214,45.8,3.7,103034,4075,62877,3282,61.0,2.0,40157,2507,39.0,2.0
0400000US20,20,Kansas,1417069,10758,749555,8295,52.9,0.4,667514,7568,47.1,0.4,1004542,11807,568301,7651,56.6,0.5,436241,7919,43.4,0.5,953801,11658,532776,7631,55.9,0.5,421025,7828,44.1,0.5,50741,3366,35525,2853,70.0,2.3,15216,1364,30.0,2.3,114574,4845,36369,2615,31.7,1.9,78205,4112,68.3,1.9,102232,4335,43692,2790,42.7,2.0,58540,3177,57.3,2.0,79134,4301,31332,2788,39.6,2.7,47802,3257,60.4,2.7,29739,2628,15914,1984,53.5,3.6,13825,1374,46.5,3.6,86848,4047,53947,3450,62.1,2.2,32901,2237,37.9,2.2
0400000US21,21,Kentucky,1928967,13595,1006647,9956,52.2,0.3,922320,8431,47.8,0.3,1398701,14228,780216,10259,55.8,0.4,618485,8421,44.2,0.4,1342425,14718,739661,10357,55.1,0.4,602764,8590,44.9,0.4,56276,3557,40555,2938,72.1,2.4,15721,1615,27.9,2.4,150829,5420,48879,3180,32.4,1.6,101950,3979,67.6,1.6,101515,6514,42951,3483,42.3,2.3,58564,4529,57.7,2.3,127677,5669,46832,3489,36.7,2.2,80845,4526,63.3,2.2,47101,3339,24696,2261,52.4,3.5,22405,2418,47.6,3.5,103144,4863,63073,3516,61.2,2.0,40071,2906,38.8,2.0
0400000US22,22,Louisiana,2037812,16605,1049048,11261,51.5,0.4,988764,11311,48.5,0.4,1489660,17884,810098,11521,54.4,0.5,679562,12074,45.6,0.5,1413223,18277,756877,11659,53.6,0.5,656346,12019,46.4,0.5,76437,4762,53221,3659,69.6,2.4,23216,2453,30.4,2.4,125358,5761,42894,3185,34.2,2.0,82464,4483,65.8,2.0,146011,7324,60018,4589,41.1,2.2,85993,5254,58.9,2.2,115106,6168,41888,4374,36.4,2.6,73218,3984,63.6,2.6,46734,3536,25168,2599,53.9,4.3,21566,2764,46.1,4.3,114943,5816,68982,4485,60.0,2.6,45961,3852,40.0,2.6
0400000US23,23,Maine,648414,7870,327487,5198,50.5,0.6,320927,5751,49.5,0.6,424528,8124,227679,5477,53.6,1.0,196849,6025,46.4,1.0,398631,7324,209544,5341,52.6,1.0,189087,5622,47.4,1.0,25897,2709,18135,1970,70.0,3.7,7762,1358,30.0,3.7,81674,3951,26424,2137,32.4,2.2,55250,3289,67.6,2.2,42437,3317,16888,2090,39.8,3.4,25549,2263,60.2,3.4,27230,2813,11677,1635,42.9,3.9,15553,1880,57.1,3.9,14343,2089,8966,1620,62.5,5.2,5377,984,37.5,5.2,58202,3280,35853,2584,61.6,2.5,22349,1868,38.4,2.5
0400000US24,24,Maryland,3031466,16026,1541470,10659,50.8,0.3,1489996,12030,49.2,0.3,1941825,17969,1056520,12638,54.4,0.4,885305,12326,45.6,0.4,1836175,17194,984010,12146,53.6,0.5,852165,12022,46.4,0.5,105650,4994,72510,3923,68.6,2.0,33140,2726,31.4,2.0,295263,9324,107927,5584,36.6,1.3,187336,6511,63.4,1.3,226451,8290,91988,5206,40.6,1.6,134463,5695,59.4,1.6,123457,5249,52463,3187,42.5,2.0,70994,4015,57.5,2.0,298557,8330,152908,6217,51.2,1.4,145649,5603,48.8,1.4,145913,6228,79664,4591,54.6,2.0,66249,3869,45.4,2.0
0400000US25,25,Massachusetts,3522203,15903,1784929,10392,50.7,0.2,1737274,11811,49.3,0.2,2447803,18203,1324647,11177,54.1,0.3,1123156,13321,45.9,0.3,2349474,18006,1256330,11151,53.5,0.4,1093144,13213,46.5,0.4,98329,5429,68317,4211,69.5,2.0,30012,2609,30.5,2.0,449411,12441,158259,5857,35.2,0.9,291152,8940,64.8,0.9,237353,8518,92725,4949,39.1,1.5,144628,6124,60.9,1.5,122188,5881,56195,3870,46.0,2.1,65993,3996,54.0,2.1,54154,3974,31388,2961,58.0,3.8,22766,2727,42.0,3.8,211294,8014,121715,6112,57.6,1.7,89579,4646,42.4,1.7
0400000US26,26,Michigan,4512641,16449,2356179,12854,52.2,0.2,2156462,12562,47.8,0.2,3399908,17514,1886979,11942,55.5,0.3,1512929,13834,44.5,0.3,3248796,18642,1778732,12371,54.8,0.3,1470064,14451,45.2,0.3,151112,5852,108247,4487,71.6,1.3,42865,2718,28.4,1.3,426684,9051,139160,5306,32.6,0.9,287524,6590,67.4,0.9,224233,7013,93447,4058,41.7,1.3,130786,5089,58.3,1.3,180078,6219,71635,3718,39.8,1.5,108443,4548,60.2,1.5,61496,4053,31949,2862,52.0,3.0,29547,2659,48.0,3.0,220242,6850,133009,5363,60.4,1.5,87233,4136,39.6,1.5
0400000US27,27,Minnesota,2913176,10213,1507764,7847,51.8,0.2,1405412,7510,48.2,0.2,2088972,12085,1165239,8894,55.8,0.4,923733,9962,44.2,0.4,1976098,12139,1084599,8794,54.9,0.4,891499,10063,45.1,0.4,112874,4801,80640,3732,71.4,1.3,32234,1981,28.6,1.3,336004,7141,108792,4204,32.4,1.0,227212,5622,67.6,1.0,181084,5416,70714,3232,39.1,1.2,110370,3789,60.9,1.2,108954,3712,44265,2652,40.6,1.9,64689,3001,59.4,1.9,36784,2543,20792,2043,56.5,3.4,15992,1564,43.5,3.4,161378,4880,97962,3447,60.7,1.4,63416,3167,39.3,1.4
0400000US28,28,Mississippi,1206679,9825,622777,6337,51.6,0.4,583902,8006,48.4,0.4,855812,10334,471327,7913,55.1,0.7,384485,7491,44.9,0.7,816664,10525,443374,8205,54.3,0.7,373290,7557,45.7,0.7,39148,3839,27953,2939,71.4,3.2,11195,1709,28.6,3.2,71128,4509,23342,2775,32.8,3.1,47786,3622,67.2,3.1,67030,5106,28704,3114,42.8,2.8,38326,3184,57.2,2.8,111414,5659,36323,3059,32.6,2.2,75091,4515,67.4,2.2,38113,3607,20237,2502,53.1,4.5,17876,2474,46.9,4.5,63182,3685,42844,3138,67.8,2.9,20338,2146,32.2,2.9
0400000US29,29,Missouri,2880309,17578,1484020,10726,51.5,0.3,1396289,12270,48.5,0.3,2063558,16833,1127599,11819,54.6,0.4,935959,12143,45.4,0.4,1976490,15855,1068830,11622,54.1,0.4,907660,11628,45.9,0.4,87068,4496,58769,3567,67.5,2.1,28299,2365,32.5,2.1,305236,9039,97443,4456,31.9,1.2,207793,7335,68.1,1.2,160482,5964,72625,3858,45.3,1.8,87857,4530,54.7,1.8,122826,5056,47692,3363,38.8,2.1,75134,3974,61.2,2.1,64217,4753,34853,3457,54.3,3.0,29364,2687,45.7,3.0,163990,5746,103808,4694,63.3,1.9,60182,3886,36.7,1.9
0400000US30,30,Montana,489875,6402,259333,3771,52.9,0.5,230542,4025,47.1,0.5,306411,7384,170397,5271,55.6,1.0,136014,4517,44.4,1.0,276407,6960,148309,5117,53.7,1.1,128098,4220,46.3,1.1,30004,2665,22088,1975,73.6,3.2,7916,1312,26.4,3.2,46174,3464,17152,2097,37.1,3.0,29022,2282,62.9,3.0,38953,2581,18054,1936,46.3,3.4,20899,1725,53.7,3.4,34848,2888,15433,1872,44.3,4.0,19415,2138,55.7,4.0,16728,1529,9703,1426,58.0,5.1,7025,883,42.0,5.1,46761,3207,28594,2738,61.1,3.1,18167,1643,38.9,3.1
0400000US31,31,Nebraska,986789,6867,519537,5420,52.6,0.3,467252,4295,47.4,0.3,696019,8926,392450,6195,56.4,0.6,303569,6213,43.6,0.6,660636,8733,367348,6178,55.6,0.7,293288,6307,44.4,0.7,35383,2537,25102,2082,70.9,2.7,10281,1173,29.1,2.7,91819,3877,29017,2399,31.6,2.1,62802,3055,68.4,2.1,65664,3199,24123,1737,36.7,2.2,41541,2621,63.3,2.2,49528,3162,21655,1949,43.7,2.6,27873,2108,56.3,2.6,19939,2056,10180,1513,51.1,5.0,9759,1362,48.9,5.0,63820,2868,42112,2132,66.0,2.3,21708,1924,34.0,2.3
0400000US32,32,Nevada,1331796,11464,715246,7729,53.7,0.4,616550,7724,46.3,0.4,1063460,11834,589004,7920,55.4,0.5,474456,8260,44.6,0.5,1023312,12080,561719,8265,54.9,0.6,461593,8346,45.1,0.6,40148,3308,27285,2400,68.0,3.1,12863,1746,32.0,3.1,46704,3557,19054,2099,40.8,3.6,27650,2872,59.2,3.6,82641,4678,32462,2873,39.3,2.4,50179,3306,60.7,2.4,40610,3266,16392,1939,40.4,3.1,24218,2198,59.6,3.1,28663,2947,17747,2358,61.9,4.2,10916,1478,38.1,4.2,69718,4673,40587,3606,58.2,3.1,29131,2762,41.8,3.1
0400000US33,33,New Hampshire,713313,7618,371025,5022,52.0,0.4,342288,4937,48.0,0.4,497491,8424,278578,5954,56.0,0.8,218913,5445,44.0,0.8,475296,8472,262858,5845,55.3,0.8,212438,5666,44.7,0.8,22195,2226,15720,1830,70.8,4.0,6475,1090,29.2,4.0,77457,4735,24823,2415,32.0,2.4,52634,3633,68.0,2.4,50275,3535,16869,1912,33.6,2.9,33406,2721,66.4,2.9,26439,2956,12293,2199,46.5,5.1,14146,1744,53.5,5.1,14777,1996,9289,1607,62.9,5.7,5488,1035,37.1,5.7,46874,3297,29173,2693,62.2,3.0,17701,1702,37.8,3.0
0400000US34,34,New Jersey,4374536,20719,2298798,12293,52.5,0.2,2075738,14667,47.5,0.2,3288446,22806,1801880,14231,54.8,0.3,1486566,15357,45.2,0.3,3118605,23141,1680451,14357,53.9,0.3,1438154,15239,46.1,0.3,169841,7735,121429,5228,71.5,1.7,48412,4160,28.5,1.7,288832,8070,105153,4469,36.4,1.2,183679,6396,63.6,1.2,303806,8579,127811,5317,42.1,1.5,175995,7250,57.9,1.5,202831,6545,84409,4013,41.6,1.5,118422,4988,58.4,1.5,70902,3930,43242,3042,61.0,2.9,27660,2689,39.0,2.9,219719,6992,136303,5939,62.0,1.6,83416,4055,38.0,1.6
0400000US35,35,New Mexico,879807,12325,463219,7661,52.7,0.5,416588,7637,47.3,0.5,568472,11374,322320,7297,56.7,0.8,246152,7382,43.3,0.8,538306,10831,303011,6576,56.3,0.9,235295,7503,43.7,0.9,30166,2828,19309,2303,64.0,4.0,10857,1458,36.0,4.0,65112,4320,23268,2664,35.7,3.2,41844,3332,64.3,3.2,74540,4680,34666,3066,46.5,2.8,39874,3212,53.5,2.8,68791,4612,25971,2751,37.8,3.0,42820,3421,62.2,3.0,45788,3734,26172,2794,57.2,3.9,19616,2421,42.8,3.9,57104,3721,30822,2712,54.0,3.0,26282,2314,46.0,3.0
0400000US36,36,New York,9473337,28678,4874995,19980,51.5,0.1,4598342,19274,48.5,0.1,6513917,30707,3564412,21022,54.7,0.2,2949505,20106,45.3,0.2,6158371,31911,3312326,23279,53.8,0.2,2846045,19607,46.2,0.2,355546,9909,252086,8312,70.9,1.1,103460,4673,29.1,1.1,968088,16226,342440,8491,35.4,0.7,625648,12583,64.6,0.7,862011,17004,364977,9776,42.3,0.8,497034,11713,57.7,0.8,403652,9772,185541,6807,46.0,1.1,218111,6060,54.0,1.1,156470,5952,88537,4330,56.6,1.9,67933,4077,43.4,1.9,569199,11219,329088,8531,57.8,1.0,240111,7274,42.2,1.0
0400000US37,37,North Carolina,4550972,20292,2366821,15513,52.0,0.2,2184151,13861,48.0,0.2,3320582,22117,1828425,16069,55.1,0.3,1492157,14247,44.9,0.3,3162549,21247,1720507,16140,54.4,0.3,1442042,13597,45.6,0.3,158033,6502,107918,4634,68.3,1.4,50115,3249,31.7,1.4,311941,9061,112177,5005,36.0,1.3,199764,7212,64.0,1.3,243226,8641,105036,5601,43.2,1.6,138190,6152,56.8,1.6,302670,9180,105106,5318,34.7,1.4,197564,7265,65.3,1.4,105573,6684,57673,4133,54.6,2.2,47900,3967,45.4,2.2,266980,8239,158404,6352,59.3,1.4,108576,4689,40.7,1.4
0400000US38,38,North Dakota,404589,4603,220613,3623,54.5,0.5,183976,2589,45.5,0.5,269626,5516,159124,4277,59.0,1.0,110502,3419,41.0,1.0,256475,5545,149145,4255,58.2,1.1,107330,3522,41.8,1.1,13151,1618,9979,1310,75.9,6.0,3172,953,24.1,6.0,42030,2974,11960,1599,28.5,3.0,30070,2352,71.5,3.0,28078,2502,11711,1478,41.7,3.5,16367,1711,58.3,3.5,20465,1908,9251,1408,45.2,5.1,11214,1413,54.8,5.1,11379,1364,6674,1140,58.7,7.0,4705,973,41.3,7.0,33011,2202,21893,1656,66.3,3.4,11118,1461,33.7,3.4
0400000US39,39,Ohio,5489742,20338,2839454,11590,51.7,0.2,2650288,16279,48.3,0.2,4039723,24991,2210876,15370,54.7,0.3,1828847,16864,45.3,0.3,3891505,24941,2107274,15225,54.2,0.3,1784231,16658,45.8,0.3,148218,6185,103602,5362,69.9,1.7,44616,2909,30.1,1.7,501858,12733,159489,6908,31.8,1.0,342369,9466,68.2,1.0,371514,9203,154743,5757,41.7,1.0,216771,6090,58.3,1.0,190065,7211,85544,4606,45.0,1.7,104521,4983,55.0,1.7,99457,5330,54366,3679,54.7,2.3,45091,3329,45.3,2.3,287125,8352,174436,6436,60.8,1.2,112689,4497,39.2,1.2
0400000US40,40,Oklahoma,1753445,9434,937290,7082,53.5,0.3,816155,6865,46.5,0.3,1243674,11026,701464,8194,56.4,0.4,542210,6999,43.6,0.4,1179700,10872,657285,8319,55.7,0.4,522415,6608,44.3,0.4,63974,3851,44179,2911,69.1,2.3,19795,1956,30.9,2.3,117491,5301,43453,3369,37.0,1.9,74038,3349,63.0,1.9,96119,4424,43034,2932,44.8,1.8,53085,2634,55.2,1.8,120479,4450,45082,2537,37.4,1.7,75397,3502,62.6,1.7,67269,3357,38829,2513,57.7,2.5,28440,2274,42.3,2.5,108413,4823,65428,3186,60.4,1.8,42985,3026,39.6,1.8
0400000US41,41,Oregon,1881255,13069,987483,9169,52.5,0.4,893772,9801,47.5,0.4,1303535,14291,739213,10066,56.7,0.6,564322,10535,43.3,0.6,1228312,13802,689430,9765,56.1,0.6,538882,10571,43.9,0.6,75223,4617,49783,3176,66.2,2.4,25440,2617,33.8,2.4,178120,6759,64333,4380,36.1,1.9,113787,5099,63.9,1.9,117111,5215,48139,3175,41.1,1.9,68972,3702,58.9,1.9,100119,5436,38709,3191,38.7,2.1,61410,3633,61.3,2.1,40106,3465,22410,2469,55.9,3.8,17696,2129,44.1,3.8,142264,6738,74679,4185,52.5,1.7,67585,4153,47.5,1.7
0400000US42,42,Pennsylvania,6109670,22411,3168719,12820,51.9,0.2,2940951,16928,48.1,0.2,4454103,22995,2432530,12543,54.6,0.2,2021573,17578,45.4,0.2,4287443,23074,2308461,12261,53.8,0.2,1978982,17492,46.2,0.2,166660,6236,124069,5087,74.4,1.4,42591,2972,25.6,1.4,716100,13884,242480,7850,33.9,0.8,473620,10038,66.1,0.8,310216,8458,134877,5348,43.5,1.2,175339,5713,56.5,1.2,198009,6895,94793,4106,47.9,1.4,103216,4640,52.1,1.4,119585,5851,65773,3687,55.0,2.1,53812,4026,45.0,2.1,311657,8196,198266,6477,63.6,1.1,113391,4239,36.4,1.1
