GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC05_EST_VC01,HC05_MOE_VC01,HC06_EST_VC01,HC06_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC05_EST_VC02,HC05_MOE_VC02,HC06_EST_VC02,HC06_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC05_EST_VC03,HC05_MOE_VC03,HC06_EST_VC03,HC06_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC05_EST_VC04,HC05_MOE_VC04,HC06_EST_VC04,HC06_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC05_EST_VC05,HC05_MOE_VC05,HC06_EST_VC05,HC06_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC05_EST_VC06,HC05_MOE_VC06,HC06_EST_VC06,HC06_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC05_EST_VC07,HC05_MOE_VC07,HC06_EST_VC07,HC06_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC05_EST_VC08,HC05_MOE_VC08,HC06_EST_VC08,HC06_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC05_EST_VC09,HC05_MOE_VC09,HC06_EST_VC09,HC06_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC05_EST_VC10,HC05_MOE_VC10,HC06_EST_VC10,HC06_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC05_EST_VC11,HC05_MOE_VC11,HC06_EST_VC11,HC06_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC04_EST_VC12,HC04_MOE_VC12,HC05_EST_VC12,HC05_MOE_VC12,HC06_EST_VC12,HC06_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC05_EST_VC13,HC05_MOE_VC13,HC06_EST_VC13,HC06_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC04_EST_VC14,HC04_MOE_VC14,HC05_EST_VC14,HC05_MOE_VC14,HC06_EST_VC14,HC06_MOE_VC14,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17,HC05_EST_VC17,HC05_MOE_VC17,HC06_EST_VC17,HC06_MOE_VC17
0400000US26,26,Michigan,4512641,16449,72.0,0.3,3.3,0.1,9.5,0.2,10.3,0.2,4.9,0.1,52583,2984,66.8,2.2,7.7,1.3,1.5,0.8,1.2,0.4,22.8,2.0,232361,7104,67.9,1.5,10.7,1.0,0.8,0.3,4.1,0.5,16.5,1.2,816076,11798,96.4,0.3,1.2,0.2,1.3,0.2,0.2,0.1,0.9,0.1,112711,4643,89.6,1.1,5.5,0.9,0.5,0.3,0.3,0.3,4.1,0.8,515042,10097,91.7,0.6,2.9,0.3,2.0,0.3,0.3,0.1,3.2,0.3,192252,6821,73.8,1.4,2.6,0.5,2.1,0.5,17.3,1.3,4.2,0.6,66460,2913,76.2,2.3,3.8,1.0,6.1,1.2,8.5,1.4,5.4,1.1,244413,7210,80.1,1.1,4.6,0.5,8.2,0.7,1.3,0.3,5.8,0.6,423264,8665,78.2,0.8,7.5,0.6,3.0,0.4,1.4,0.2,9.9,0.6,1059969,12615,46.9,0.7,1.6,0.2,26.7,0.6,22.3,0.6,2.4,0.2,440253,10004,87.8,0.7,2.3,0.3,4.0,0.4,2.9,0.4,3.0,0.4,203191,6038,45.6,1.6,6.7,0.8,30.2,1.7,0.4,0.2,17.2,1.1,154066,5650,0.0,0.1,0.0,0.1,0.0,0.1,100.0,0.1,0.0,0.1,9.9,,,,,,,,,,,
0400000US27,27,Minnesota,2913176,10213,67.8,0.3,3.9,0.2,11.5,0.2,11.2,0.2,5.5,0.2,63248,2778,50.3,2.1,10.5,1.0,0.9,0.5,1.4,0.5,36.9,1.9,177870,5645,67.9,1.4,13.0,1.0,1.0,0.4,5.1,0.6,13.0,1.2,390950,7911,95.0,0.5,1.9,0.3,1.2,0.2,0.4,0.1,1.5,0.3,85385,3936,91.6,1.3,4.4,0.9,0.9,0.4,0.1,0.1,3.0,0.8,320261,8249,91.8,0.7,2.6,0.3,2.3,0.4,0.6,0.2,2.7,0.3,133184,5125,71.2,1.7,3.8,0.7,3.4,0.7,15.6,1.3,6.1,0.9,49606,2830,80.8,2.1,4.3,1.2,5.2,1.3,7.1,1.2,2.6,0.9,212642,6372,81.0,1.3,4.4,0.7,7.8,0.7,1.8,0.4,4.9,0.7,285602,7030,77.7,0.8,7.7,0.7,2.7,0.4,2.5,0.4,9.4,0.7,726879,9466,39.8,0.8,1.3,0.2,31.8,0.7,24.2,0.7,2.9,0.3,246021,8089,83.8,1.0,2.8,0.5,5.5,0.7,4.2,0.6,3.7,0.5,129798,5280,42.8,1.8,6.5,1.1,34.2,2.0,0.2,0.2,16.3,1.5,91730,3959,0.0,0.1,0.0,0.1,0.0,0.1,100.0,0.1,0.0,0.1,9.4,,,,,,,,,,,
0400000US28,28,Mississippi,1206679,9825,67.7,0.8,3.2,0.3,5.9,0.4,17.9,0.7,5.2,0.3,34649,3105,74.2,4.1,9.3,2.9,1.1,0.9,1.0,0.5,14.4,3.7,82795,4989,67.4,3.4,6.8,1.5,0.7,0.5,8.5,1.8,16.7,2.6,164689,7182,96.1,0.8,1.2,0.4,1.1,0.5,0.8,0.3,0.8,0.4,31998,2970,91.1,2.7,4.3,1.8,1.9,1.4,0.6,0.8,2.1,1.5,143673,6940,91.1,1.3,3.7,1.1,0.9,0.4,1.0,0.4,3.3,0.7,70185,4325,74.6,2.9,2.3,0.8,4.4,1.3,13.0,2.4,5.5,1.5,14494,2212,75.5,5.8,5.4,4.5,3.5,2.6,13.8,5.1,1.7,1.3,56776,4151,79.7,3.2,9.0,2.3,2.2,1.0,3.5,1.8,5.6,1.6,81278,5039,70.3,3.2,8.0,1.6,2.7,1.1,5.3,1.4,13.6,2.5,292136,8502,42.1,1.7,0.9,0.3,14.0,1.1,41.3,1.6,1.7,0.5,115098,5623,92.3,1.2,1.4,0.6,1.4,0.5,3.2,0.9,1.7,0.6,54725,4449,39.9,3.5,6.2,1.5,30.7,3.0,0.4,0.5,22.8,3.2,64183,4708,0.0,0.3,0.0,0.3,0.0,0.3,100.0,0.3,0.0,0.3,8.9,,,,,,,,,,,
0400000US29,29,Missouri,2880309,17578,68.6,0.4,3.0,0.2,10.6,0.3,12.1,0.3,5.7,0.2,51255,3442,48.3,3.2,9.9,2.2,0.4,0.3,0.7,0.6,40.7,3.2,185637,6823,67.7,2.1,7.1,1.0,1.6,0.5,6.2,0.8,17.5,1.6,332665,8822,95.3,0.6,1.3,0.3,1.2,0.3,0.6,0.2,1.6,0.3,76466,4554,91.3,1.6,4.2,1.2,0.9,0.5,0.1,0.1,3.5,0.8,341614,9999,91.4,0.7,2.8,0.5,2.3,0.5,0.6,0.3,2.9,0.4,153838,7431,72.6,1.6,3.0,0.9,2.7,0.6,17.1,1.5,4.6,0.9,57136,4165,82.1,2.7,2.4,1.2,7.4,2.3,5.9,1.5,2.2,0.7,191685,7008,86.3,1.3,4.2,0.8,3.4,0.7,1.7,0.5,4.5,0.7,282024,10042,80.0,1.1,5.8,0.7,3.2,0.6,2.1,0.4,8.8,0.8,691263,12037,42.3,1.0,1.3,0.2,30.2,1.0,23.8,0.8,2.4,0.3,263903,8930,87.1,1.2,1.7,0.4,5.1,0.8,3.5,0.5,2.6,0.6,134897,6328,40.9,2.1,5.7,1.1,32.7,2.0,0.6,0.3,20.1,2.0,117926,6050,0.0,0.1,0.0,0.1,0.0,0.1,100.0,0.1,0.0,0.1,10.3,,,,,,,,,,,
0400000US30,30,Montana,489875,6402,56.4,1.1,6.1,0.5,9.4,0.7,18.5,0.8,9.5,0.6,34242,2668,48.1,4.0,13.6,2.4,6.8,2.7,4.9,1.6,26.5,3.3,45581,3379,51.5,3.8,15.6,3.2,1.1,1.1,8.5,1.7,23.2,3.6,20210,2223,88.2,3.0,2.0,1.2,2.4,1.4,1.7,1.6,5.6,2.0,11549,1650,88.1,5.3,7.3,4.7,0.4,0.6,0.0,1.0,4.1,3.0,55990,3767,88.3,2.0,3.6,1.2,3.5,1.6,0.8,0.7,3.8,0.9,22500,2658,71.2,4.7,4.8,2.1,2.6,1.5,16.6,3.5,4.8,2.1,9067,1541,80.0,6.2,3.8,2.3,1.3,1.9,10.8,4.9,4.1,2.9,26248,2266,75.8,4.3,6.1,2.1,5.6,2.3,2.9,1.6,9.5,2.8,39136,2742,61.8,3.5,14.6,3.0,2.4,1.3,4.0,1.5,17.2,2.9,118442,4897,34.1,2.2,2.7,0.6,23.3,1.9,36.5,2.0,3.3,0.8,50739,3803,83.3,2.0,3.9,1.2,3.8,1.4,4.8,1.3,4.1,1.1,24946,2590,35.9,5.1,4.4,1.9,32.6,4.4,0.6,0.6,26.5,3.8,31225,2321,0.0,0.4,0.0,0.4,0.0,0.4,100.0,0.4,0.0,0.4,8.9,,,,,,,,,,,
0400000US31,31,Nebraska,986789,6867,66.9,0.7,3.6,0.3,9.3,0.4,13.7,0.5,6.5,0.3,43998,2456,43.7,2.9,13.6,2.1,0.5,0.3,0.4,0.2,41.8,2.8,67973,3450,68.4,2.4,9.2,1.8,0.9,0.5,8.0,1.2,13.4,1.8,103781,4114,96.2,0.8,1.1,0.5,1.3,0.5,0.3,0.3,1.0,0.4,30240,2658,93.5,2.0,3.2,1.6,0.5,0.5,0.2,0.3,2.6,1.5,115840,4631,92.6,0.9,3.0,0.6,1.1,0.5,0.5,0.2,2.8,0.7,56040,2984,71.3,2.9,2.2,0.7,3.0,0.8,17.1,2.4,6.5,1.3,16716,1803,82.6,3.5,1.1,0.8,3.6,1.9,10.0,2.6,2.8,1.5,71882,3608,86.3,1.8,3.1,0.8,3.9,1.0,2.4,1.0,4.2,1.0,83969,3097,80.3,1.9,6.6,1.3,2.2,0.7,2.1,0.6,8.9,1.5,237298,6418,38.5,1.4,1.2,0.3,26.9,1.2,30.6,1.3,2.8,0.4,80332,4237,83.9,1.6,3.8,1.1,4.5,1.0,4.7,1.1,3.1,0.8,41504,2728,42.0,3.6,6.2,1.8,33.2,3.1,0.3,0.2,18.4,2.4,37216,2354,0.0,0.3,0.0,0.3,0.0,0.3,100.0,0.3,0.0,0.3,9.3,,,,,,,,,,,
0400000US32,32,Nevada,1331796,11464,76.8,0.6,3.0,0.3,3.5,0.3,11.4,0.5,5.2,0.3,20942,2115,85.0,5.5,5.6,3.2,0.4,0.3,1.3,1.0,7.7,4.2,82523,5498,79.6,2.6,5.7,1.8,1.3,0.6,3.3,0.9,10.1,1.8,59517,4419,94.2,1.5,2.4,0.9,1.0,0.6,0.3,0.3,2.2,1.0,26949,3406,92.8,2.3,2.7,1.3,1.7,1.2,0.0,0.6,2.8,1.4,161712,5493,92.7,1.1,2.3,0.6,1.6,0.5,0.4,0.2,3.0,0.8,68982,4408,78.9,2.4,1.9,0.9,1.5,0.6,15.6,2.1,2.1,1.2,18642,2274,81.2,3.7,3.0,1.9,1.5,1.0,7.6,2.9,6.7,2.6,80795,4486,81.3,2.2,6.6,1.3,2.2,0.9,1.5,0.5,8.5,1.6,154984,6825,78.6,1.8,7.3,1.0,1.1,0.5,2.2,0.5,10.7,1.4,202212,7741,50.7,1.7,1.8,0.5,9.5,1.0,35.4,1.6,2.5,0.5,341021,9238,94.0,0.7,1.1,0.3,1.7,0.4,1.5,0.3,1.8,0.4,59490,3839,48.5,3.6,4.1,1.4,20.3,2.8,1.3,1.3,25.8,3.2,54027,3723,0.0,0.3,0.0,0.3,0.0,0.3,100.0,0.3,0.0,0.3,10.8,,,,,,,,,,,
0400000US33,33,New Hampshire,713313,7618,66.6,1.0,3.1,0.3,10.9,0.6,12.8,0.7,6.6,0.5,6034,1228,51.4,10.8,16.3,7.3,1.8,1.7,0.9,1.3,29.6,11.0,47114,3374,59.0,3.8,8.2,1.8,0.7,0.7,6.9,1.9,25.1,3.2,90748,5036,92.8,1.3,1.9,0.6,0.6,0.3,2.1,0.7,2.6,0.8,20656,2619,92.3,2.9,2.4,1.4,1.3,1.4,0.0,0.7,4.0,1.7,87537,4425,91.0,1.7,2.8,1.0,1.1,0.6,1.7,0.8,3.4,1.0,28853,3116,73.3,5.0,0.9,0.8,1.8,1.4,21.2,4.6,2.8,1.4,15180,1907,82.3,4.8,2.8,3.0,4.3,2.6,7.9,2.8,2.7,2.0,45261,3659,80.9,3.2,4.0,1.5,4.4,1.4,0.8,0.5,9.8,2.2,77758,3809,76.8,2.2,8.1,1.6,2.4,0.9,2.3,0.7,10.5,1.5,179012,4859,37.5,1.8,0.7,0.2,32.8,1.8,26.7,1.6,2.3,0.5,59727,4147,86.4,2.2,2.8,1.3,4.5,1.2,2.4,0.8,4.0,1.2,29389,2816,43.3,4.7,3.2,1.6,30.1,4.1,0.8,0.7,22.6,3.9,26044,2471,0.0,0.5,0.0,0.5,0.0,0.5,100.0,0.5,0.0,0.5,8.8,,,,,,,,,,,
0400000US34,34,New Jersey,4374536,20719,71.3,0.4,3.9,0.2,6.6,0.2,13.2,0.3,5.0,0.2,14505,2131,74.9,7.2,8.9,5.1,1.5,1.2,1.3,1.1,13.5,4.3,257973,8193,72.3,1.5,8.4,1.0,1.1,0.3,4.8,0.7,13.5,1.3,349687,8862,95.4,0.6,1.7,0.4,1.1,0.3,0.2,0.1,1.5,0.3,151810,6103,88.2,1.5,6.2,1.0,1.2,0.5,0.5,0.3,3.8,1.0,494289,11701,91.4,0.7,3.7,0.4,1.3,0.3,0.3,0.2,3.2,0.5,254649,8165,73.1,1.7,2.7,0.6,1.5,0.4,18.2,1.3,4.5,0.7,121905,5116,86.1,1.4,2.6,0.7,3.0,0.7,6.0,1.2,2.3,0.6,371069,9776,87.7,1.0,3.7,0.5,2.2,0.3,1.5,0.3,5.0,0.7,579806,10574,79.8,0.9,7.3,0.6,2.1,0.3,2.1,0.3,8.7,0.6,1033529,18114,47.5,0.7,2.0,0.2,18.0,0.6,29.8,0.7,2.8,0.2,374341,10681,87.0,0.9,3.7,0.5,2.9,0.4,2.6,0.4,3.7,0.5,199426,6995,53.2,1.9,6.2,0.8,24.6,1.6,0.7,0.3,15.2,1.3,171547,6794,0.0,0.1,0.0,0.1,0.0,0.1,100.0,0.1,0.0,0.1,11.5,,,,,,,,,,,
0400000US35,35,New Mexico,879807,12325,61.2,0.8,3.4,0.3,7.4,0.5,21.5,0.7,6.5,0.4,37116,3681,80.3,3.2,3.7,1.4,1.6,0.9,7.5,2.3,7.0,2.0,63790,4480,70.5,3.0,9.7,2.3,1.2,0.8,7.0,1.4,11.6,2.3,31495,3051,87.0,2.7,3.7,1.8,1.4,1.4,0.8,0.6,7.1,1.8,21356,2752,85.9,4.0,4.1,2.3,1.8,1.7,3.2,2.0,4.9,2.1,105213,5386,90.6,1.6,2.2,0.8,1.5,0.8,1.0,0.5,4.7,1.0,38361,4063,67.9,4.2,3.9,2.0,2.0,1.1,21.2,3.6,5.0,2.0,13988,1804,81.1,4.1,4.4,2.7,3.2,1.9,7.3,3.2,3.9,2.3,39444,3639,80.2,3.1,6.3,2.7,4.8,1.8,2.7,1.2,6.0,1.8,102638,5739,63.7,2.5,5.9,1.2,3.5,0.9,14.2,1.5,12.8,1.8,219477,6983,36.6,1.8,1.3,0.4,18.5,1.3,40.5,2.0,3.1,0.6,103738,6152,85.7,1.9,2.0,0.8,3.1,1.1,4.7,1.0,4.5,1.1,42255,3448,44.8,4.7,6.4,1.9,25.4,3.8,0.8,0.5,22.6,3.5,60936,4180,0.0,0.3,0.0,0.3,0.0,0.3,100.0,0.3,0.0,0.3,8.9,,,,,,,,,,,
0400000US36,36,New York,9473337,28678,65.0,0.3,3.8,0.1,10.2,0.2,15.0,0.2,6.0,0.1,52298,3600,56.6,3.5,10.3,1.8,2.6,1.0,1.1,0.8,29.4,2.9,535021,13250,70.3,1.1,8.6,0.7,1.6,0.3,6.2,0.5,13.3,0.9,577352,11241,93.3,0.5,2.3,0.3,1.7,0.2,0.4,0.1,2.4,0.3,235404,6741,88.2,1.1,6.9,0.9,1.4,0.4,0.2,0.1,3.3,0.5,1001975,16064,90.5,0.5,4.0,0.3,1.5,0.2,0.4,0.1,3.7,0.3,515243,12993,62.9,1.1,3.1,0.4,1.7,0.3,24.7,0.9,7.6,0.5,280858,8730,80.8,1.2,3.8,0.5,5.9,0.7,5.1,0.6,4.4,0.6,744778,15118,83.6,0.6,4.1,0.4,4.2,0.3,3.3,0.4,4.8,0.4,1104596,19266,75.7,0.7,7.2,0.4,4.0,0.3,3.2,0.3,9.9,0.4,2599743,26069,42.4,0.5,1.5,0.1,24.5,0.5,28.0,0.4,3.5,0.2,933041,15759,83.4,0.6,3.1,0.3,5.4,0.3,3.1,0.3,5.0,0.4,473357,12846,44.1,1.3,6.4,0.6,29.9,1.1,0.6,0.2,18.9,1.0,419671,11298,0.0,0.1,0.0,0.1,0.0,0.1,100.0,0.1,0.0,0.1,14.0,,,,,,,,,,,
0400000US37,37,North Carolina,4550972,20292,69.5,0.4,3.5,0.1,6.9,0.2,14.3,0.3,5.9,0.2,55694,4067,67.1,3.8,6.7,1.7,1.4,0.8,3.5,1.5,21.3,3.3,329035,11042,70.7,1.6,8.2,1.0,1.1,0.3,3.7,0.5,16.3,1.3,569884,12493,95.5,0.5,1.6,0.2,1.1,0.3,0.5,0.1,1.3,0.2,118604,6077,90.6,1.6,4.7,1.3,1.0,0.5,0.7,0.5,3.0,0.7,536727,12732,91.2,0.7,2.8,0.4,1.4,0.2,1.2,0.2,3.4,0.4,193305,7431,70.7,1.9,2.5,0.5,1.7,0.5,18.4,1.6,6.7,1.2,81815,4803,86.1,1.9,3.5,1.0,2.5,0.8,4.0,0.9,3.9,1.0,288582,9013,81.3,1.1,5.1,0.6,5.1,0.7,1.5,0.3,7.0,0.7,486978,10800,76.3,1.0,6.8,0.6,2.5,0.4,2.9,0.4,11.4,0.8,1046815,16165,44.6,0.9,1.6,0.2,17.4,0.6,34.4,0.8,2.1,0.2,434277,11425,87.6,0.8,2.6,0.4,3.4,0.4,3.2,0.4,3.1,0.5,215257,7487,42.2,1.6,6.5,0.8,29.4,1.7,0.9,0.4,20.9,1.7,193999,7597,0.0,0.1,0.0,0.1,0.0,0.1,100.0,0.1,0.0,0.1,9.9,,,,,,,,,,,
0400000US38,38,North Dakota,404589,4603,63.4,1.0,3.3,0.4,10.4,0.7,14.8,0.9,8.2,0.5,38380,2581,57.2,3.0,6.5,1.3,1.1,0.8,0.6,0.5,34.6,2.9,32190,2856,74.1,3.6,7.3,2.4,0.0,0.1,7.1,2.1,11.4,2.5,27497,2686,95.6,1.5,1.8,0.9,0.9,0.4,0.6,0.8,1.2,0.6,16179,1818,96.0,2.0,0.7,0.6,1.7,1.6,0.2,0.3,1.3,0.8,47045,3647,93.0,1.6,2.8,1.0,1.5,1.1,0.3,0.2,2.3,0.9,23354,2114,70.8,4.1,4.6,2.9,4.6,1.6,14.4,3.3,5.6,1.9,4835,1005,86.1,6.3,1.8,2.2,4.3,4.0,7.1,4.5,0.7,1.3,20660,2548,73.2,5.7,4.9,3.0,8.4,5.0,5.7,2.3,7.8,2.8,27754,2726,74.8,4.3,4.7,1.4,1.6,1.0,7.0,2.5,11.9,2.8,96621,4210,34.9,2.4,1.1,0.5,29.8,2.5,31.1,2.2,3.1,0.9,33377,3147,79.7,3.7,2.0,0.9,7.0,2.3,7.6,2.1,3.7,1.3,19069,1824,42.6,6.3,6.3,2.4,30.3,5.1,0.2,0.3,20.7,4.1,17628,1906,0.0,0.5,0.0,0.5,0.0,0.5,100.0,0.5,0.0,0.5,9.9,,,,,,,,,,,
0400000US39,39,Ohio,5489742,20338,70.9,0.4,2.7,0.1,9.1,0.2,12.0,0.3,5.2,0.2,59551,4130,58.8,3.0,8.1,1.6,1.1,0.5,0.7,0.5,31.3,2.6,275279,8215,70.0,1.3,7.4,0.8,0.9,0.2,4.5,0.5,17.2,1.1,851930,14101,96.4,0.3,1.1,0.2,0.9,0.2,0.3,0.1,1.2,0.2,149496,6425,91.9,1.2,4.3,1.0,0.7,0.3,0.2,0.1,2.9,0.6,644061,12525,91.8,0.5,2.6,0.3,1.9,0.3,0.4,0.1,3.3,0.4,277804,7524,74.7,1.3,2.9,0.5,1.7,0.4,15.1,1.0,5.6,0.7,90201,5158,76.2,2.2,1.6,0.6,6.7,1.1,11.6,1.7,3.9,0.8,357225,9132,84.5,0.9,3.8,0.5,3.9,0.5,1.9,0.3,5.9,0.5,511149,12102,78.5,1.0,5.7,0.5,2.7,0.3,2.9,0.4,10.1,0.6,1308215,16330,43.7,0.6,1.1,0.1,26.4,0.7,26.3,0.7,2.5,0.2,513686,11498,87.4,0.8,2.0,0.3,3.9,0.4,3.3,0.4,3.4,0.4,244520,7669,46.1,1.5,5.1,0.6,30.5,1.5,0.6,0.2,17.7,1.3,206625,6786,0.0,0.1,0.0,0.1,0.0,0.1,100.0,0.1,0.0,0.1,8.3,,,,,,,,,,,
0400000US40,40,Oklahoma,1753445,9434,67.3,0.5,3.6,0.2,6.7,0.3,16.2,0.4,6.2,0.3,87940,3923,81.3,1.3,5.2,0.8,0.6,0.3,1.0,0.4,11.8,1.2,127995,5317,70.6,1.8,7.7,1.1,1.0,0.4,4.4,0.7,16.2,1.4,167293,4905,95.0,0.7,2.0,0.5,0.7,0.2,0.9,0.2,1.5,0.5,46421,2693,90.2,2.1,4.2,1.4,1.9,0.9,0.6,0.4,3.1,1.1,206507,5212,90.0,1.0,3.6,0.7,2.1,0.4,1.0,0.3,3.3,0.5,91952,3911,72.8,1.6,2.8,0.7,2.7,0.7,16.5,1.3,5.3,0.9,30506,2563,85.0,2.8,1.7,1.0,3.4,1.5,6.9,2.1,3.0,1.3,97660,4880,81.4,2.0,5.7,1.1,3.3,0.9,2.3,0.5,7.4,1.4,148477,4747,72.7,1.6,9.0,1.0,2.3,0.6,3.8,0.9,12.3,1.3,390813,8171,45.0,1.1,1.4,0.2,16.2,0.8,34.8,1.1,2.6,0.4,166058,6191,85.1,1.3,2.0,0.6,3.2,0.6,6.6,0.8,3.1,0.7,90762,4643,37.2,2.4,6.5,1.1,33.6,2.1,0.5,0.3,22.1,2.0,101061,4185,0.0,0.1,0.0,0.1,0.0,0.1,100.0,0.1,0.0,0.1,11.4,,,,,,,,,,,
0400000US41,41,Oregon,1881255,13069,65.3,0.6,4.0,0.2,9.5,0.4,13.7,0.4,7.6,0.3,65512,4870,68.6,3.1,8.3,2.2,1.0,0.5,9.0,1.8,13.1,2.3,107737,5428,69.7,2.7,9.1,1.4,1.2,0.7,5.4,1.1,14.6,2.0,213118,7693,93.2,0.8,2.3,0.6,1.4,0.5,0.2,0.2,2.8,0.5,53318,3733,91.0,1.8,4.9,1.2,1.4,0.9,0.2,0.3,2.4,1.0,225153,7493,91.3,0.9,3.0,0.6,1.7,0.5,0.5,0.2,3.6,0.6,77274,4899,67.2,2.4,3.6,1.2,2.6,0.8,21.2,2.1,5.3,1.3,34847,2926,75.7,3.3,3.1,1.5,5.1,2.0,7.3,1.9,8.8,2.3,101452,5821,73.4,2.4,5.9,1.2,9.6,1.4,2.4,0.7,8.9,1.4,212773,7903,72.5,1.5,8.3,0.8,2.4,0.5,2.0,0.5,14.8,1.3,433669,9233,38.5,1.4,1.9,0.3,26.5,1.2,28.9,1.3,4.3,0.5,184591,7331,81.5,1.7,2.8,0.6,4.5,1.0,4.5,0.9,6.7,1.0,88104,4198,35.6,2.5,5.7,1.4,30.5,2.3,1.0,0.7,27.3,2.6,83707,3991,0.0,0.2,0.0,0.2,0.0,0.2,100.0,0.2,0.0,0.2,10.7,,,,,,,,,,,
0400000US42,42,Pennsylvania,6109670,22411,70.2,0.3,2.7,0.1,11.7,0.2,10.3,0.2,5.1,0.1,89640,4345,69.4,2.2,5.3,1.0,2.1,0.7,1.4,0.5,21.8,2.1,346372,10504,69.4,1.2,7.2,0.8,1.1,0.3,4.9,0.5,17.4,0.9,741110,12497,95.7,0.3,1.2,0.2,0.9,0.1,0.5,0.1,1.6,0.2,174256,6732,91.3,1.0,3.8,0.6,1.1,0.4,0.3,0.2,3.4,0.6,701437,11353,92.1,0.5,2.2,0.3,1.7,0.2,0.6,0.1,3.3,0.3,330474,9679,76.2,1.1,1.9,0.3,2.2,0.4,15.8,1.1,3.8,0.5,99582,4572,82.7,1.7,1.7,0.5,7.5,0.9,3.1,0.8,5.1,1.0,381785,10501,83.6,0.9,2.9,0.4,6.1,0.6,2.3,0.3,5.2,0.5,630352,12978,80.7,0.7,5.9,0.4,2.7,0.3,1.7,0.3,9.0,0.6,1562965,17066,47.0,0.6,1.1,0.1,32.4,0.6,17.4,0.4,2.0,0.1,526093,12683,85.1,0.7,3.3,0.4,5.7,0.6,1.9,0.3,4.0,0.5,283360,7370,44.2,1.3,5.3,0.6,34.6,1.5,0.4,0.2,15.5,0.9,242244,8214,0.0,0.1,0.0,0.1,0.0,0.1,100.0,0.1,0.0,0.1,10.6,,,,,,,,,,,
